row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,,,,
Tiền gửi thanh toán của cổ đông lớn tại Ngân hàng,Cổ đông lớn và các bên liên quan với cổ đông lớn > Tiền gửi thanh toán của cổ đông lớn tại Ngân hàng,Tiền gửi thanh toán của cổ đông lớn tại Ngân hàng,6,-,6.0,
Công ty con,Công ty con,Công ty con,,,,
Tiền gửi của khách hàng,Công ty con > Tiền gửi của khách hàng,Tiền gửi của khách hàng,373.618,324.884,373618.0,324884.0
Các khoản nợ khác,Các khoản nợ khác,Các khoản nợ khác,,,,
- Lãi phải trả tiền gửi,Các khoản nợ khác > - Lãi phải trả tiền gửi,- Lãi phải trả tiền gửi,630,858,630.0,858.0
"Góp vốn, đầu tư dài hạn","Các khoản nợ khác > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",300.000,300.000,300000.0,300000.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban Tổng","Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban Tổng","Thành viên Hội đồng Quản trị, Ban Kiểm soát, Ban Tổng",,,,
Giám đốc và các bên liên quan đến các cá nhân này,Giám đốc và các bên liên quan đến các cá nhân này,Giám đốc và các bên liên quan đến các cá nhân này,,,,
Tiền gửi của khách hàng,Giám đốc và các bên liên quan đến các cá nhân này > Tiền gửi của khách hàng,Tiền gửi của khách hàng,51.288,65.590,51288.0,65590.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,,,
- Dự thu lãi thể tín dụng,Tài sản Có khác > - Dự thu lãi thể tín dụng,- Dự thu lãi thể tín dụng,5,1,5.0,1.0
Các khoản Nợ khác,Các khoản Nợ khác,Các khoản Nợ khác,,,,
- Lãi phải trả tiền gửi,Các khoản Nợ khác > - Lãi phải trả tiền gửi,- Lãi phải trả tiền gửi,919,1.649,919.0,1649.0
Dự nợ thể tín dụng,Các khoản Nợ khác > Dự nợ thể tín dụng,Dự nợ thể tín dụng,2.123,1.519,2123.0,1519.0
