row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,11.402.314,13.383.521,11402314.0,13383521.0
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,1.085.950,921.100,1085950.0,921100.0
Thu nhập lãi từ chứng khoán đầu tư,Thu nhập lãi từ chứng khoán đầu tư,Thu nhập lãi từ chứng khoán đầu tư,689.747,311.571,689747.0,311571.0
Thu nhập từ nghiệp vụ bảo lãnh và thư tín dụng,Thu nhập từ nghiệp vụ bảo lãnh và thư tín dụng,Thu nhập từ nghiệp vụ bảo lãnh và thư tín dụng,50.688,81.086,50688.0,81086.0
Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi từ nghiệp vụ mua nợ,Thu nhập lãi từ nghiệp vụ mua nợ,373,-,373.0,
Thu nhập khác từ hoạt động tín dụng,Thu nhập khác từ hoạt động tín dụng,Thu nhập khác từ hoạt động tín dụng,5.003,1.914,5003.0,1914.0
,,,13.234.075,14.699.192,13234075.0,14699192.0
22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ,,
,,,2024Triệu đồng,2023Triệu đồng,,
Chi phí lãi tiền gửi,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,6.989.109,10.061.850,6989109.0,10061850.0
Chi phí lãi phát hành giấy tờ có giá,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ > Chi phí lãi phát hành giấy tờ có giá,Chi phí lãi phát hành giấy tờ có giá,218.068,23.218,218068.0,23218.0
Chi phí lãi tiền vay,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ > Chi phí lãi tiền vay,Chi phí lãi tiền vay,115.313,23.318,115313.0,23318.0
Chi phí hoạt động tín dụng khác,22 CHI PHÍ LÃI VÀ CÁC KHOÀN CHI PHÍ TƯƠNG TỰ > Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,3.766,9.737,3766.0,9737.0
,,,7.326.256,10.118.123,7326256.0,10118123.0
23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ,,
,,,2024Triệu đồng,2023Triệu đồng,,
Dịch vụ thể,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ > Dịch vụ thể,Dịch vụ thể,1.026.479,908.762,1026479.0,908762.0
Dịch vụ đại lý bảo hiểm và các phí hỗ trợ liên quan,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ > Dịch vụ đại lý bảo hiểm và các phí hỗ trợ liên quan,Dịch vụ đại lý bảo hiểm và các phí hỗ trợ liên quan,754.664,151.201,754664.0,151201.0
Dịch vụ thanh toán và ngân quỹ,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ > Dịch vụ thanh toán và ngân quỹ,Dịch vụ thanh toán và ngân quỹ,261.784,244.415,261784.0,244415.0
Các dịch vụ khác,23 THU NHẬP TỪ HOẠT ĐỘNG DỊCH VỤ > Các dịch vụ khác,Các dịch vụ khác,114.098,81.008,114098.0,81008.0
,,,2.157.025,1.385.386,2157025.0,1385386.0
24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ,,
,,,2024Triệu đồng,2023Triệu đồng,,
Chi phí dịch vụ thể,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Chi phí dịch vụ thể,Chi phí dịch vụ thể,897.159,699.850,897159.0,699850.0
Chi phí bưu chính viễn thông,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Chi phí bưu chính viễn thông,Chi phí bưu chính viễn thông,107.160,102.593,107160.0,102593.0
Chi phí dịch vụ thanh toán và ngân quỹ,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Chi phí dịch vụ thanh toán và ngân quỹ,Chi phí dịch vụ thanh toán và ngân quỹ,71.550,70.763,71550.0,70763.0
Các chi phí khác,24 CHI PHÍ TỪ HOẠT ĐỘNG DỊCH VỤ > Các chi phí khác,Các chi phí khác,9.698,6.108,9698.0,6108.0
,,,1.085.567,879.314,1085567.0,879314.0
