row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,102.756.003,103.163.887,102756003.0,103163887.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,3.679.596,7.010.818,3679596.0,7010818.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,3.919.378,8.004.778,3919378.0,8004778.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,95.157.029,88.148.291,95157029.0,88148291.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,2.252.224,1.226.057,2252224.0,1226057.0
- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,725.793,545.796,725793.0,545796.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,1.698.151,776.507,1698151.0,776507.0
- Trữ: Tiền ký quỹ,- Trữ: Tiền ký quỹ,- Trữ: Tiền ký quỹ,(171.720),(96.246),-171720.0,-96246.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,3.234.191,2.819.202,3234191.0,2819202.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,1.252.388,1.151.256,1252388.0,1151256.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,535.049,417.236,535049.0,417236.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,170.594,135.337,170594.0,135337.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,1.482.817,1.325.662,1482817.0,1325662.0
- Trữ: Tiền ký quỹ,- Trữ: Tiền ký quỹ,- Trữ: Tiền ký quỹ,(206.657),(210.289),-206657.0,-210289.0
Cam kết khác,Cam kết khác,Cam kết khác,3.981.783,1.655.576,3981783.0,1655576.0
- Hợp đồng hoán đổi tiền tệ chéo,- Hợp đồng hoán đổi tiền tệ chéo,- Hợp đồng hoán đổi tiền tệ chéo,3.796.511,1.477.002,3796511.0,1477002.0
- Khác,- Khác,- Khác,185.272,178.574,185272.0,178574.0
,,,112.224.201,108.864.722,112224201.0,108864722.0
