row_label_raw,row_label_full,col_0,31.12.2024%,31.12.2023%,numeric__31.12.2024%,numeric__31.12.2023%
Tiền gửi không kỳ hạn bằng VND và bằng ngoại tệ,Tiền gửi không kỳ hạn bằng VND và bằng ngoại tệ,Tiền gửi không kỳ hạn bằng VND và bằng ngoại tệ,"0,00 - 0,10","0,00 - 0,10",,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"3,80 - 5,50","1,00 - 3,50",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"4,35 - 4,75","5,00 - 5,35",,
Vay bằng VND,Tiền gửi có kỳ hạn bằng ngoại tệ > Vay bằng VND,Vay bằng VND,"4,80",Không áp dụng,4.8,
Vay bằng ngoại tệ,Vay bằng ngoại tệ,Vay bằng ngoại tệ,"4,90 - 5,89",Không áp dụng,,
