row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thể (*)Triệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thể (*)Triệu đồng,numeric__Tổng cộngTriệu đồng
Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,Tại ngày 1 tháng 1 năm 2023,966.555,342.891,1.309.446,966555.0,342891.0,1309446.0
Trích lập trong năm (Thuyết minh 29),Trích lập trong năm (Thuyết minh 29),Trích lập trong năm (Thuyết minh 29),72.801,621.598,694.399,72801.0,621598.0,694399.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(468.071),(468.071),,-468071.0,-468071.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,1.039.356,496.418,1.535.774,1039356.0,496418.0,1535774.0
Trích lập trong năm (Thuyết minh 29),Trích lập trong năm (Thuyết minh 29),Trích lập trong năm (Thuyết minh 29),173.835,789.237,963.072,173835.0,789237.0,963072.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(729.693),(729.693),,-729693.0,-729693.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,1.213.191,555.962,1.769.153,1213191.0,555962.0,1769153.0
