row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",37.417,6.011,37417.0,6011.0
Chi phí nhân viên:,Chi phí nhân viên:,Chi phí nhân viên:,,,,
- Lương và phụ cấp,Chi phí nhân viên: > - Lương và phụ cấp,- Lương và phụ cấp,1.494.882,1.400.929,1494882.0,1400929.0
- Các khoản chi đóng góp theo lương,Chi phí nhân viên: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,166.295,153.926,166295.0,153926.0
- Chi phí khác cho nhân viên,Chi phí nhân viên: > - Chi phí khác cho nhân viên,- Chi phí khác cho nhân viên,176.014,147.271,176014.0,147271.0
Chi về tài sản:,Chi về tài sản:,Chi về tài sản:,,,,
- Chi phí thuế văn phòng,Chi về tài sản: > - Chi phí thuế văn phòng,- Chi phí thuế văn phòng,365.151,295.318,365151.0,295318.0
- Chi phí khấu hao TSCĐ,Chi về tài sản: > - Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,248.953,193.825,248953.0,193825.0
- Chi phí sửa chữa và nâng cấp tài sản,Chi về tài sản: > - Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,119.279,118.207,119279.0,118207.0
- Chi khác về tài sản,Chi về tài sản: > - Chi khác về tài sản,- Chi khác về tài sản,35.544,49.063,35544.0,49063.0
"Chi phí tiếp tân, khách tiết","Chi về tài sản: > Chi phí tiếp tân, khách tiết","Chi phí tiếp tân, khách tiết",154.517,197.136,154517.0,197136.0
Chi phí bảo hiểm tiền gửi,Chi về tài sản: > Chi phí bảo hiểm tiền gửi,Chi phí bảo hiểm tiền gửi,150.047,146.885,150047.0,146885.0
"Chi phí quảng cáo, tiếp thị, khuyến mại","Chi về tài sản: > Chi phí quảng cáo, tiếp thị, khuyến mại","Chi phí quảng cáo, tiếp thị, khuyến mại",95.373,81.008,95373.0,81008.0
Chi phí điện nước,Chi về tài sản: > Chi phí điện nước,Chi phí điện nước,68.505,59.908,68505.0,59908.0
Chi phí dịch vụ bảo vệ,Chi về tài sản: > Chi phí dịch vụ bảo vệ,Chi phí dịch vụ bảo vệ,67.769,65.315,67769.0,65315.0
Khác,Chi về tài sản: > Khác,Khác,175.142,178.324,175142.0,178324.0
,,,3.354.888,3.093.126,3354888.0,3093126.0
