row_label_raw,row_label_full,col_0,2024Triệu đồng,2023Triệu đồng,numeric__2024Triệu đồng,numeric__2023Triệu đồng
Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,,
- Thu từ kinh doanh ngoại tệ giao ngay,Thu nhập từ hoạt động kinh doanh ngoại hối: > - Thu từ kinh doanh ngoại tệ giao ngay,- Thu từ kinh doanh ngoại tệ giao ngay,7.430.858,7.576.054,7430858.0,7576054.0
- Thu từ các công cụ tài chính phải sinh,Thu nhập từ hoạt động kinh doanh ngoại hối: > - Thu từ các công cụ tài chính phải sinh,- Thu từ các công cụ tài chính phải sinh,697.107,1.702.192,697107.0,1702192.0
- Thu từ kinh doanh vàng,Thu nhập từ hoạt động kinh doanh ngoại hối: > - Thu từ kinh doanh vàng,- Thu từ kinh doanh vàng,53.948,38.332,53948.0,38332.0
,,,8.181.913,9.316.578,8181913.0,9316578.0
Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,,
- Chi về kinh doanh ngoại tệ giao ngay,Chi phí hoạt động kinh doanh ngoại hối: > - Chi về kinh doanh ngoại tệ giao ngay,- Chi về kinh doanh ngoại tệ giao ngay,(6.701.709),(7.161.703),-6701709.0,-7161703.0
- Chi về các công cụ tài chính phải sinh,Chi phí hoạt động kinh doanh ngoại hối: > - Chi về các công cụ tài chính phải sinh,- Chi về các công cụ tài chính phải sinh,(792.326),(1.656.107),-792326.0,-1656107.0
- Chi về kinh doanh vàng,Chi phí hoạt động kinh doanh ngoại hối: > - Chi về kinh doanh vàng,- Chi về kinh doanh vàng,(14.082),(12.848),-14082.0,-12848.0
,,,(7.508.117),(8.830.658),-7508117.0,-8830658.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối: > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,673.796,485.920,673796.0,485920.0
