row_label_raw,row_label_full,Ban Tổng Giám đốc,Ông Nguyễn Hoàng Hải,Quyền Tổng Giám đốc(tái bổ nhiệm ngày 3 tháng 10 năm 2024),numeric__Ông Nguyễn Hoàng Hải,numeric__Quyền Tổng Giám đốc(tái bổ nhiệm ngày 3 tháng 10 năm 2024)
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Đào Hồng Châu,Phó Tổng Giám đốc,,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Nguyễn Hồ Hoàng Vũ,Phó Tổng Giám đốc kiểm Giám đốc tài chính,,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Nguyễn Hướng MinhBà Lê Thị Mai Loan,Phó Tổng Giám đốcPhó Tổng Giám đốc(đến ngày 10 tháng 1 năm 2025),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Phạm Đăng Khoa,Phó Tổng Giám đốc(từ ngày 11 tháng 10 năm 2024đến ngày 10 tháng 1 năm 2025),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Lã Quang Trung,Kế toán trường(tái bổ nhiệm ngày 4 tháng 5 năm 2024),,
Người đại diện theo pháp luật,Người đại diện theo pháp luật,Người đại diện theo pháp luật,Ông Nguyễn Cảnh Anh,Chủ tịch Hội đồng Quản trị(từ ngày 10 tháng 5 năm 2024),,
Người đại diện theo pháp luật,Người đại diện theo pháp luật,Người đại diện theo pháp luật,Bà Đỗ Hà Phương,Chủ tịch Hội đồng Quản trị(đến ngày 10 tháng 5 năm 2024),,
Trụ sở chính,Trụ sở chính,Trụ sở chính,"Tầng 8, Văn phòng số L8-01-11+16 Tòa nhà Vincom Center,Số 72 Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1,Thành phố Hồ Chí Minh, Việt Nam","Tầng 8, Văn phòng số L8-01-11+16 Tòa nhà Vincom Center,Số 72 Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1,Thành phố Hồ Chí Minh, Việt Nam",,
Công ty kiểm toán,Công ty kiểm toán,Công ty kiểm toán,Công ty TNHH PwC (Việt Nam),Công ty TNHH PwC (Việt Nam),,
