row_label_raw,row_label_full,Thuế TNDN hoãn lại phát sinh do giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm > Thuế TNDN hoãn lại phát sinh do trích lập dự phòng giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ > Thuế TNDN hoãn lại phát sinh do khoản doanh thu hoàn vốn theo tiến độ năm 2015 đã nộp thuế > Thuế TNDN hoãn lại phát sinh do trích lập dự phòng suy giảm giá trị các khoản cho vay,Năm nay VND > 3.597.907.480 > 9.089.814.347 > 1.356.566.792 > 1.596.192.863,Năm trước (trình bày lại) VND > 623.491.200 > (29.732.518.646) > - > (8.010.246.862),numeric__Năm nay VND > 3.597.907.480 > 9.089.814.347 > 1.356.566.792 > 1.596.192.863,numeric__Năm trước (trình bày lại) VND > 623.491.200 > (29.732.518.646) > - > (8.010.246.862)
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng TSTC FVTPL,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng TSTC FVTPL,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng TSTC FVTPL,6.075.206.581,17.569.583.180,6075206581.0,17569583180.0
Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,(4.088.693.648),-,-4088693648.0,
Chi phí/(thu nhập) thuế TNDN hoãn lại,Chi phí/(thu nhập) thuế TNDN hoãn lại,Chi phí/(thu nhập) thuế TNDN hoãn lại,17.626.994.415,(19.549.691.128),17626994415.0,-19549691128.0
