row_label_raw,row_label_full,col_0,col_1,Số cuối năm VND,Số đầu năm VND,numeric__col_1,numeric__Số cuối năm VND,numeric__Số đầu năm VND
1.,1.,1.,Các khoản phải thu bán các khoản đầu tưTrong đó các khoản phải thu về bán các khoản đầu tư không có khả năng thu hồi,26.678.453.070,53.486.347.570,,26678453070.0,53486347570.0
2.,2.,2.,"Các khoản phải thu và dự thu cổ tức, tiền lãi các khoản đầu tưTrong đó các khoản phải thu và dự thu khó đòi về cổ tức, tiến lãi các khoản đầu tư",2.531.847.5701.163.200.000,2.531.847.570133.000.000,,2.53184757011632e+19,2.531847570133e+18
3.,3.,3.,Trả trước cho người bán,-,133.000.000,,,133000000.0
4.,4.,4.,Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụ CTCK cung cấp,17.069.462.40343.720.116.252,21.097.941.83616.280.771.391,,1.70694624034372e+21,2.1097941836162807e+21
5.,5.,5.,Phải thu khácTrong đó phải thu khác khó đòi,12.248.527.91626.007.584.648521.517.477,12.971.609.076962.886.386388.517.477,,1.2248527916260076e+30,1.2971609076962887e+28
6.,6.,6.,Dự phòng phải thu khó đòi,(15.301.892.963),(15.922.492.654),,-15301892963.0,-15922492654.0
Tổng cộng,Tổng cộng,Tổng cộng,Tổng cộng,99.336.923.410,76.038.454.529,,99336923410.0,76038454529.0
