row_label_raw,row_label_full,col_0,Vốn góp củachử sở hữuVND,Thăng dư vốncổ phầnVND,Cổ phiếu quỹVND,Chênh lệch đánhgiá lại tài sảntheo giả trị hợp lýVND,Quỹ dư trữ bổsung vốn điều lệVND,Quỹ dự phòngtài chính và rủiro nghiệp vụVND,Lợi nhuận chưaphân phốiVND,Tổng cộngVND,numeric__Vốn góp củachử sở hữuVND,numeric__Thăng dư vốncổ phầnVND,numeric__Cổ phiếu quỹVND,numeric__Chênh lệch đánhgiá lại tài sảntheo giả trị hợp lýVND,numeric__Quỹ dư trữ bổsung vốn điều lệVND,numeric__Quỹ dự phòngtài chính và rủiro nghiệp vụVND,numeric__Lợi nhuận chưaphân phốiVND,numeric__Tổng cộngVND
"Số dư đầu năm (trìnhbảy lại)Lợi nhuận sau thuếPhát hành cổ phiếu đểtăng vốn theo Nghiquyết số 01/2017/NQ- ĐHĐCD ngày 21 tháng04 năm 2017Chi trả cổ tức năm 2016bằng tiền (tỷ lệ 10%)Tăng khácChi phí phát sinh liênquan đến đotted tăng vốnnăm 2016 và phí thựchiện quyềnBán cổ phiếu quỹDánh giá lại tài sản tàichính AFSTrích quỹ dư trữ điều lệ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ dư phòng tàichính và rủi ro nghiệp vụ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ từ thiện, quỹphúc lợi và khen thưởngtheo Nghi Quyết ĐHĐCD","Số dư đầu năm (trìnhbảy lại)Lợi nhuận sau thuếPhát hành cổ phiếu đểtăng vốn theo Nghiquyết số 01/2017/NQ- ĐHĐCD ngày 21 tháng04 năm 2017Chi trả cổ tức năm 2016bằng tiền (tỷ lệ 10%)Tăng khácChi phí phát sinh liênquan đến đotted tăng vốnnăm 2016 và phí thựchiện quyềnBán cổ phiếu quỹDánh giá lại tài sản tàichính AFSTrích quỹ dư trữ điều lệ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ dư phòng tàichính và rủi ro nghiệp vụ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ từ thiện, quỹphúc lợi và khen thưởngtheo Nghi Quyết ĐHĐCD","Số dư đầu năm (trìnhbảy lại)Lợi nhuận sau thuếPhát hành cổ phiếu đểtăng vốn theo Nghiquyết số 01/2017/NQ- ĐHĐCD ngày 21 tháng04 năm 2017Chi trả cổ tức năm 2016bằng tiền (tỷ lệ 10%)Tăng khácChi phí phát sinh liênquan đến đotted tăng vốnnăm 2016 và phí thựchiện quyềnBán cổ phiếu quỹDánh giá lại tài sản tàichính AFSTrích quỹ dư trữ điều lệ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ dư phòng tàichính và rủi ro nghiệp vụ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ từ thiện, quỹphúc lợi và khen thưởngtheo Nghi Quyết ĐHĐCD",4.900.636.840.000-100.000.000.000---(74.000.000)-290.896.034--,29.265.860.000---(74.000.000)290.896.034--,(2.492.782.800)--252.167.966---(24.308.018.208)--,598.524.068.082---(24.308.018.208)--,308.560.605.893---(24.308.018.208)--43.851.792.903--,224.053.011.209---(24.308.018.208)--43.851.792.903--,1.514.002.652.9211.054.010.104.757-(489.845.250.000)366.225.000---(24.308.018.208),7.572.550.255.3051.054.010.104.757100.000.000.000-(74.000.000)543.064.000-(24.308.018.208),,,,,,,,
Số dư cuối năm,"Số dư đầu năm (trìnhbảy lại)Lợi nhuận sau thuếPhát hành cổ phiếu đểtăng vốn theo Nghiquyết số 01/2017/NQ- ĐHĐCD ngày 21 tháng04 năm 2017Chi trả cổ tức năm 2016bằng tiền (tỷ lệ 10%)Tăng khácChi phí phát sinh liênquan đến đotted tăng vốnnăm 2016 và phí thựchiện quyềnBán cổ phiếu quỹDánh giá lại tài sản tàichính AFSTrích quỹ dư trữ điều lệ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ dư phòng tàichính và rủi ro nghiệp vụ5% LNST theo NghiQuyết ĐHĐCDTrích quỹ từ thiện, quỹphúc lợi và khen thưởngtheo Nghi Quyết ĐHĐCD > Số dư cuối năm",Số dư cuối năm,5.000.636.840.000,29.482.756.034,(2.240.614.834),574.216.049.874,352.412.398.796,267.904.804.112,1.929.437.636.808,8.151.849.870.790,5000636840000.0,29482756034.0,-2240614834.0,574216049874.0,352412398796.0,267904804112.0,1929437636808.0,8151849870790.0
