row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị ghi số VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm (trình bày lại) VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị ghi số VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm (trình bày lại) VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
II,II,II,Loại AFS,719.220.458.609,1.438.705.918.000,719.485.459.391,598.524.068.077,120.961.391.314,572.211.540.410,(451.250.149.096),,719220458609.0,1438705918000.0,719485459391.0,598524068077.0,120961391314.0,572211540410.0,-451250149096.0
1,1,1,Cổ phiếu niêm yết,557.013.231.309,1.259.576.290.700,702.563.059.391,581.424.068.077,121.138.991.314,500.121.540.410,(378.982.549.096),,557013231309.0,1259576290700.0,702563059391.0,581424068077.0,121138991314.0,500121540410.0,-378982549096.0
1,1,1,VSC,44.725.223.998,50.970.695.000,6.245.471.002,28.488.418.205,(22.242.947.203),21.813.718.199,(44.056.665.402),,44725223998.0,50970695000.0,6245471002.0,28488418205.0,-22242947203.0,21813718199.0,-44056665402.0
1,1,1,TMS,107.198.714.110,211.112.775.000,103.914.060.890,133.031.250.688,(29.117.189.798),81.243.301.878,(110.360.491.676),,107198714110.0,211112775000.0,103914060890.0,133031250688.0,-29117189798.0,81243301878.0,-110360491676.0
1,1,1,OPC,113.376.260.629,233.773.800.000,120.397.539.371,38.246.300.493,82.151.238.878,82.162.912.000,(11.673.122),,113376260629.0,233773800000.0,120397539371.0,38246300493.0,82151238878.0,82162912000.0,-11673122.0
1,1,1,CTD,21.309.357.211,31.435.255.500,10.125.898.289,20.291.539.939,(10.165.641.650),26.375.182.289,(36.540.823.939),,21309357211.0,31435255500.0,10125898289.0,20291539939.0,-10165641650.0,26375182289.0,-36540823939.0
1,1,1,DHC,48.060.985.032,102.335.269.400,54.274.284.368,22.265.945.650,32.008.338.718,40.691.508.800,(8.683.170.082),,48060985032.0,102335269400.0,54274284368.0,22265945650.0,32008338718.0,40691508800.0,-8683170082.0
1,1,1,HAH,26.089.630.020,19.228.100.000,(6.861.530.020),(1.221.396.066),(5.640.133.954),320.536.196,(5.960.670.150),,26089630020.0,19228100000.0,-6861530020.0,-1221396066.0,-5640133954.0,320536196.0,-5960670150.0
1,1,1,SGN,172.672.917.801,578.439.054.900,405.766.137.099,304.768.625.914,100.997.511.185,238.698.158.600,(137.700.647.415),,172672917801.0,578439054900.0,405766137099.0,304768625914.0,100997511185.0,238698158600.0,-137700647415.0
1,1,1,Cổ phiếu niêm yết khác,23.580.142.508,32.281.340.900,8.701.198.392,35.553.383.254,(26.852.184.862),8.816.222.448,(35.668.407.310),,23580142508.0,32281340900.0,8701198392.0,35553383254.0,-26852184862.0,8816222448.0,-35668407310.0
2,2,2,Cổ phiếu chưa niêm yết,162.207.227.300,179.129.627.300,16.922.400.000,17.100.000.000,(177.600.000),72.090.000.000,(72.267.600.000),,162207227300.0,179129627300.0,16922400000.0,17100000000.0,-177600000.0,72090000000.0,-72267600000.0
2,2,2,TCT Máy động lực và máy nông nghiệp Việt Nam,37.725.600.000,54.648.000.000,16.922.400.000,17.100.000.000,(177.600.000),72.090.000.000,(72.267.600.000),,37725600000.0,54648000000.0,16922400000.0,17100000000.0,-177600000.0,72090000000.0,-72267600000.0
2,2,2,Cổ phiếu chưa niêm yết khác,124.481.627.300,124.481.627.300,,,,,,,124481627300.0,124481627300.0,,,,,
2,2,2,Tổng cộng,2.141.219.888.701,2.867.553.586.700,726.333.697.999,570.511.448.301,155.822.249.698,934.862.482.214,(779.040.232.516),,2141219888701.0,2867553586700.0,726333697999.0,570511448301.0,155822249698.0,934862482214.0,-779040232516.0
