row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),,667.328.486.350,683.807.777.360,,,667328486350.0,683807777360.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,28.1,258.242.105.970,285.136.192.295,,281.0,258242105970.0,285136192295.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,28.2,362.650.941.804,357.461.895.280,,282.0,362650941804.0,357461895280.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",28.3,46.435.438.576,41.209.689.785,,283.0,46435438576.0,41209689785.0
02,02,02,2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),28.3,450.841.497.661,344.889.714.807,,283.0,450841497661.0,344889714807.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,28.3,519.650.863.341,429.400.211.341,,283.0,519650863341.0,429400211341.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sàng để bán (AFS),28.3,257.264.125.857,341.419.596.879,,283.0,257264125857.0,341419596879.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,781.816.478.034,383.359.949.225,,,781816478034.0,383359949225.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,6.970.000.000,11.238.000.000,,,6970000000.0,11238000000.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,12.658.279.588,26.870.026.795,,,12658279588.0,26870026795.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,13.106.660.608,9.582.231.035,,,13106660608.0,9582231035.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,104.386.740.785,95.374.902.451,,,104386740785.0,95374902451.0
11,11,11,10. Thu nhập hoạt động khác,30,30.064.853.287,83.450.527.783,,30.0,30064853287.0,83450527783.0
20,20,20,Cộng doanh thu hoạt động,,2.844.087.985.511,2.409.392.937.676,,,2844087985511.0,2409392937676.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,486.263.228.951,367.176.792.008,,,486263228951.0,367176792008.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,28.1,157.754.346.488,131.714.435.266,,281.0,157754346488.0,131714435266.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,28.2,327.790.083.420,234.493.830.472,,282.0,327790083420.0,234493830472.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,718.799.043,968.526.270,,,718799043.0,968526270.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,1.468.135.635,1.233.535.166,,,1468135635.0,1233535166.0
24,24,24,"3. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",29,(50.808.499.167),177.853.152.433,,29.0,-50808499167.0,177853152433.0
26,26,26,4. Chi phí hoạt động tự doanh,33,98.558.298.482,86.494.098.912,,33.0,98558298482.0,86494098912.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,31,515.662.908.804,302.641.546.064,,31.0,515662908804.0,302641546064.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",31,448.237.668,-,,31.0,448237668.0,
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,31,17.339.245.420,14.199.460.041,,31.0,17339245420.0,14199460041.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,31,18.364.941.338,14.217.781.607,,31.0,18364941338.0,14217781607.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,31,62.842.511.908,26.015.542.418,,31.0,62842511908.0,26015542418.0
32,32,32,10. Chi phí hoạt động khác,"31, 32",34.803.681.061,40.874.338.400,,,34803681061.0,40874338400.0
40,40,40,Cộng chi phí hoạt động,,1.184.942.690.100,1.030.706.247.049,,,1184942690100.0,1030706247049.0
