row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
100,100,100,A. TÀI SẢN NGÂN HẠN,,16.827.805.856.103,12.339.412.280.877,,,16827805856103.0,12339412280877.0
110,110,110,I. Tài sản tài chính,,16.693.828.639.595,12.242.297.572.521,,,16693828639595.0,12242297572521.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,103.783.162.949,79.916.652.448,,5.0,103783162949.0,79916652448.0
111.1,111.1,111.1,1.1. Tiền,,103.783.162.949,79.916.652.448,,,103783162949.0,79916652448.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,-,-,,,,
112,111.2 > 112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,1.428.847.668.700,1.547.410.502.984,,71.0,1428847668700.0,1547410502984.0
113,111.2 > 113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,7.882.154.213.938,5.243.732.542.397,,73.0,7882154213938.0,5243732542397.0
114,111.2 > 114,114,4. Các khoản cho vay,7.4,5.764.072.330.098,3.779.178.042.796,,74.0,5764072330098.0,3779178042796.0
115,111.2 > 115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,1.438.705.918.000,1.544.452.382.300,,72.0,1438705918000.0,1544452382300.0
116,111.2 > 116,116,6. Dự phòng suy giảm giá trị các tài sân tài chính và tài sản thể chấp,8,(23.071.577.500),(28.431.004.933),,8.0,-23071577500.0,-28431004933.0
117,111.2 > 117,117,7. Các khoản phải thu,,27.841.653.070,53.619.347.570,,,27841653070.0,53619347570.0
117.1,111.2 > 117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,26.678.453.070,53.486.347.570,,9.0,26678453070.0,53486347570.0
117.2,111.2 > 117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sân tài chính",9,1.163.200.000,133.000.000,,9.0,1163200000.0,133000000.0
117.3,111.2 > 117.3,117.3,"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",,-,133.000.000,,,,133000000.0
117.4,111.2 > 117.4,117.4,"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,1.163.200.000,-,,,1163200000.0,
118,111.2 > 118,118,8. Trà trước cho người bán,9,17.069.462.403,21.097.941.836,,9.0,17069462403.0,21097941836.0
119,111.2 > 119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,43.720.116.252,16.280.771.391,,9.0,43720116252.0,16280771391.0
122,111.2 > 122,122,10. Các khoản phải thu khác,9,26.007.584.648,962.886.386,,9.0,26007584648.0,962886386.0
129,111.2 > 129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(15.301.892.963),(15.922.492.654),,9.0,-15301892963.0,-15922492654.0
130,111.2 > 130,130,II. Tài sản ngắn hạn khác,10,133.977.216.508,97.114.708.356,,10.0,133977216508.0,97114708356.0
131,111.2 > 131,131,1. Tạm ứng,,8.887.124.630,9.017.820.063,,,8887124630.0,9017820063.0
132,111.2 > 132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,53.710.015,-,,,53710015.0,
133,111.2 > 133,133,3. Chỉ phí trả trước ngắn hạn,,9.234.893.747,6.595.589.310,,,9234893747.0,6595589310.0
134,111.2 > 134,134,"4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,826.778.960,788.236.660,,,826778960.0,788236660.0
137,111.2 > 137,137,5. Tài sản ngắn hạn khác,,114.974.709.156,80.713.062.323,,,114974709156.0,80713062323.0
