row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
300,300,300,C. NỘ PHẢI TRẢ,,10.093.548.452.074,6.053.716.967.556,,,10093548452074.0,6053716967556.0
310,310,310,I. Nợ phải trả ngắn hạn,,9.348.287.410.352,5.829.448.875.271,,,9348287410352.0,5829448875271.0
311,311,311,1. Vay và nợ thuê tài sân tài chính ngắn hạn,19,8.503.887.663.684,4.819.340.678.085,,19.0,8503887663684.0,4819340678085.0
312,312,312,1.1. Vay ngắn hạn,,8.503.887.663.684,4.819.340.678.085,,,8503887663684.0,4819340678085.0
316,316,316,2. Trái phiếu phát hành ngắn hạn,20,199.871.666.661,376.000.000.000,,20.0,199871666661.0,376000000000.0
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,21,-,39.617.787.653,,21.0,,39617787653.0
320,320,320,4. Phải trả người bán ngắn hạn,22,10.609.963.320,8.440.251.888,,22.0,10609963320.0,8440251888.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,5.119.599.349,4.141.733.170,,,5119599349.0,4141733170.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,23,123.658.717.223,64.767.844.267,,23.0,123658717223.0,64767844267.0
323,323,323,7. Phải trả người lao động,,38.722.549.261,4.360.744.168,,,38722549261.0,4360744168.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,9.298.247,10.044.447,,,9298247.0,10044447.0
325,325,325,9. Chỉ phí phải trả ngắn hạn,24,93.013.579.468,61.409.306.509,,24.0,93013579468.0,61409306509.0
327,327,327,10. Doanh thu chưa thực hiện ngắn hạn,,-,62.666.666,,,,62666666.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",25,188.465.511.079,299.779.679.507,,25.0,188465511079.0,299779679507.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,184.928.862.060,151.518.138.911,,,184928862060.0,151518138911.0
340,340,340,II. Nợ phải trả dài hạn,,745.261.041.722,224.268.092.285,,,745261041722.0,224268092285.0
346,346,346,1. Trái phiếu phát hành dài hạn,20,569.300.000.000,199.651.666.665,,20.0,569300000000.0,199651666665.0
356,356,356,2. Thuế thu nhập doanh nghiệp hoãn lại phải trả,16,175.961.041.722,24.616.425.620,,16.0,175961041722.0,24616425620.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,8.151.849.870.790,7.572.550.255.305,,,8151849870790.0,7572550255305.0
410,410,410,I. Vốn chủ sở hữu,26,8.151.849.870.790,7.572.550.255.305,,26.0,8151849870790.0,7572550255305.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,5.027.878.981.200,4.927.409.917.200,,,5027878981200.0,4927409917200.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,5.000.636.840.000,4.900.636.840.000,,,5000636840000.0,4900636840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,5.000.636.840.000,4.900.636.840.000,,,5000636840000.0,4900636840000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,29.482.756.034,29.265.860.000,,,29482756034.0,29265860000.0
411.5,411.5,411.5,1.3. Cổ phiếu quỹ,,(2.240.614.834),(2.492.782.800),,,-2240614834.0,-2492782800.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,39,574.216.049.874,598.524.068.082,,39.0,574216049874.0,598524068082.0
414,414,414,3. Quỹ dự trữ bổ sung vốn điều lệ,,352.412.398.796,308.560.605.893,,,352412398796.0,308560605893.0
415,415,415,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,267.904.804.112,224.053.011.209,,,267904804112.0,224053011209.0
417,417,417,5. Lợi nhuận chưa phân phối,26.1,1.929.437.636.808,1.514.002.652.921,,261.0,1929437636808.0,1514002652921.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,1.953.454.426.782,1.566.631.698.318,,,1953454426782.0,1566631698318.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,(24.016.789.974),(52.629.045.397),,,-24016789974.0,-52629045397.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,18.245.398.322.864,13.626.267.222.861,,,18245398322864.0,13626267222861.0
