row_label_raw,row_label_full,CHÍ TIÊU,Diễn giải,Năm 2016(số liệu đã trìnhbảy trước đây),Trình bày lại,Năm 2016 (trìnhbảy lại),numeric__Diễn giải,numeric__Năm 2016(số liệu đã trìnhbảy trước đây),numeric__Trình bày lại,numeric__Năm 2016 (trìnhbảy lại)
1. Lợi nhuận trước Thuế TNDN,1. Lợi nhuận trước Thuế TNDN,1. Lợi nhuận trước Thuế TNDN,[3],973.162.381.758,87.847.915.902,1.061.010.297.660,,973162381758.0,87847915902.0,1061010297660.0
2. Tăng các chi phí phi tiền tệLỗ đánh giá lại giá trị các tài sản tài chính FVTPL,2. Tăng các chi phí phi tiền tệLỗ đánh giá lại giá trị các tài sản tài chính FVTPL,2. Tăng các chi phí phi tiền tệLỗ đánh giá lại giá trị các tài sản tài chính FVTPL,[3][3],146.966.090.531117.301.550.432,117.192.280.040117.192.280.040,264.158.370.571234.493.830.472,,1.469660905311173e+23,1.1719228004011719e+23,2.6415837057123448e+23
3. Giảm các doanh thu phi tiền tệLãi đánh giá lại giá trị các tài sản tài chính FVTPL,3. Giảm các doanh thu phi tiền tệLãi đánh giá lại giá trị các tài sản tài chính FVTPL,3. Giảm các doanh thu phi tiền tệLãi đánh giá lại giá trị các tài sản tài chính FVTPL,[3][3],(152.421.699.338)(152.421.699.338),(472.248.238.843)(205.040.195.942),(624.669.938.181)(357.461.895.280),,,,
Lãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,3. Giảm các doanh thu phi tiền tệLãi đánh giá lại giá trị các tài sản tài chính FVTPL > Lãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,Lãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,[3][3],-,(267.208.042.901),,,,-267208042901.0,
4. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm tài sản tài chính FVTPL,4. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm tài sản tài chính FVTPL,4. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm tài sản tài chính FVTPL,[3][3],426.983.042.504(303.374.137.930),(267.208.042.901)267.208.042.901,159.774.999.603(36.166.095.029),,,,
