row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Tạm ứng,Tạm ứng,Tạm ứng,8.887.124.630,9.017.820.063,8887124630.0,9017820063.0
"Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ",53.710.015,-,53710015.0,
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,9.234.893.747,6.595.589.310,9234893747.0,6595589310.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",1.506.651.233,1.694.143.977,1506651233.0,1694143977.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,7.728.242.514,4.901.445.333,7728242514.0,4901445333.0
"Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn",826.778.960,788.236.660,826778960.0,788236660.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,114.974.709.156,80.713.062.323,114974709156.0,80713062323.0
- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),111.806.519.156,80.305.580.600,111806519156.0,80305580600.0
- Tiến gửi kí quỹ phải sinh của CTCK,- Tiến gửi kí quỹ phải sinh của CTCK,- Tiến gửi kí quỹ phải sinh của CTCK,2.446.190.000,-,2446190000.0,
- Khác,- Khác,- Khác,722.000.000,407.481.723,722000000.0,407481723.0
Tổng cộng,Tổng cộng,Tổng cộng,133.977.216.508,97.114.708.356,133977216508.0,97114708356.0
