row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước (trình bày lại) VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước (trình bày lại) VND
II,II,II,Lỗ BÁN,Lỗ BÁN,Lỗ BÁN,Lỗ BÁN,Lỗ BÁN,Lỗ BÁN,Lỗ BÁN,,,,,,,
1,II > 1,1,Cổ phiếu niêm yết,16.348.991,,443.530.517.491,530.014.391.889,(86.483.874.398),(84.780.041.909),,16348991.0,,443530517491.0,530014391889.0,-86483874398.0,-84780041909.0
1,II > 1,1,PET,3.039.490,10.185,30.957.745.700,45.061.607.396,(14.103.861.696),-,,3039490.0,10185.0,30957745700.0,45061607396.0,-14103861696.0,
1,II > 1,1,PVS,3.860.000,16.800,64.848.000.000,77.810.665.580,(12.962.665.580),(33.035.519.290),,3860000.0,16800.0,64848000000.0,77810665580.0,-12962665580.0,-33035519290.0
1,II > 1,1,SGN,597.902,121.611,72.711.311.000,85.510.664.200,(12.799.353.200),-,,597902.0,121611.0,72711311000.0,85510664200.0,-12799353200.0,
1,II > 1,1,ABC,1.161.302,19.836,23.035.240.000,36.275.250.000,(13.240.010.000),-,,1161302.0,19836.0,23035240000.0,36275250000.0,-13240010000.0,
1,II > 1,1,VSC,1.890.570,54.928,103.844.381.480,113.381.579.893,(9.537.198.413),-,,1890570.0,54928.0,103844381480.0,113381579893.0,-9537198413.0,
1,II > 1,1,VNS,545.900,13.085,7.142.958.500,15.503.944.987,(8.360.986.487),-,,545900.0,13085.0,7142958500.0,15503944987.0,-8360986487.0,
1,II > 1,1,Cổ phiếu niêm yết khác,5.253.827,,140.990.880.811,156.470.679.833,(15.479.799.022),(51.744.522.619),,5253827.0,,140990880811.0,156470679833.0,-15479799022.0,-51744522619.0
2,II > 2,2,Cổ phiếu chưa niêm yết,3.400.618,,60.200.961.800,83.593.611.000,(23.392.649.200),-,,3400618.0,,60200961800.0,83593611000.0,-23392649200.0,
2,II > 2,2,TCT Máy động lực và máy nông nghiệp Việt Nam,2.870.000,20.957,60.147.900.000,70.258.900.000,(10.111.000.000),-,,2870000.0,20957.0,60147900000.0,70258900000.0,-10111000000.0,
2,II > 2,2,Cổ phiếu chưa niêm yết khác,530.618,,53.061.800,13.334.711.000,(13.281.649.200),-,,530618.0,,53061800.0,13334711000.0,-13281649200.0,
3,II > 3,3,Trái phiếu niêm yết,18.750.000,,1.996.306.659.701,2.000.849.017.124,(4.542.357.423),(16.934.393.357),,18750000.0,,1996306659701.0,2000849017124.0,-4542357423.0,-16934393357.0
3,II > 3,3,TP_BVDB15207,250.000,98.981,24.745.262.840,25.502.250.000,(756.987.160),(5.051.956.863),,250000.0,98981.0,24745262840.0,25502250000.0,-756987160.0,-5051956863.0
3,II > 3,3,TP_TD1520269,500.000,101.390,50.695.126.132,51.779.500.000,(1.084.373.868),(3.298.000.000),,500000.0,101390.0,50695126132.0,51779500000.0,-1084373868.0,-3298000000.0
3,II > 3,3,TP_TD1518357,3.000.000,102.855,308.566.270.729,311.195.000.000,(2.628.729.271),(3.417.205.106),,3000000.0,102855.0,308566270729.0,311195000000.0,-2628729271.0,-3417205106.0
3,II > 3,3,TP_TD1621455,2.000.000,103.655,207.310.000.000,207.521.643.836,(211.643.836),-,,2000000.0,103655.0,207310000000.0,207521643836.0,-211643836.0,
3,II > 3,3,TP_VDB110029,500.000,116.978,58.489.000.000,58.593.623.288,(104.623.288),-,,500000.0,116978.0,58489000000.0,58593623288.0,-104623288.0,
3,II > 3,3,Trái phiếu niêm yết khác,12.500.000,,1.346.501.000.000,1.346.257.000.000,244.000.000,(5.167.231.388),,12500000.0,,1346501000000.0,1346257000000.0,244000000.0,-5167231388.0
4,II > 4,4,Trái phiếu chưa niêm yết,,,409.000.000.000,451.783.545.467,(42.783.545.467),(30.000.000.000),,,,409000000000.0,451783545467.0,-42783545467.0,-30000000000.0
5,II > 5,5,Lỗ vị thế của hợp đồng CKPS,-,,-,-,(551.920.000),-,,,,,,-551920000.0,
,,,Tổng cộng,38.503.209,,2.909.038.138.992,3.066.240.565.480,(157.754.346.488),(131.714.435.266),,38503209.0,,2909038138992.0,3066240565480.0,-157754346488.0,-131714435266.0
