row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước (trình bày lại) VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước (trình bày lại) VND
1,1,1,Lãi BÁN,,,,,,,,,,,,,
1,1 > 1,1,Cổ phiếu niêm yết,28.037.058,,1.103.297.245.800,973.524.700.903,129.772.544.897,216.200.228.212,,28037058.0,,1103297245800.0,973524700903.0,129772544897.0,216200228212.0
1,1 > 1,1,LAS,3.349.500,13.259,44.410.818.476,40.524.944.196,3.885.874.280,1.870.522.042,,3349500.0,13259.0,44410818476.0,40524944196.0,3885874280.0,1870522042.0
1,1 > 1,1,FPT,5.326.740,48.943,260.708.824.312,239.768.838.937,20.939.985.375,9.960.801.842,,5326740.0,48943.0,260708824312.0,239768838937.0,20939985375.0,9960801842.0
1,1 > 1,1,CTD,561.280,232.556,130.529.044.000,116.746.240.000,13.782.804.000,-,,561280.0,232556.0,130529044000.0,116746240000.0,13782804000.0,
1,1 > 1,1,PVS,3.868.477,18.257,70.627.522.800,65.465.357.265,5.162.165.535,-,,3868477.0,18257.0,70627522800.0,65465357265.0,5162165535.0,
1,1 > 1,1,HPG,4.907.410,39.344,193.078.604.441,167.684.985.789,25.393.618.652,53.545.199.311,,4907410.0,39344.0,193078604441.0,167684985789.0,25393618652.0,53545199311.0
1,1 > 1,1,PLX,1.976.930,64.161,126.842.434.195,106.220.466.574,20.621.967.621,-,,1976930.0,64161.0,126842434195.0,106220466574.0,20621967621.0,
1,1 > 1,1,VSC,681.420,62.094,42.312.046.828,39.121.669.184,3.190.377.644,3.639.277.390,,681420.0,62094.0,42312046828.0,39121669184.0,3190377644.0,3639277390.0
1,1 > 1,1,ABC,171.200,48.014,8.220.050.000,5.564.000.000,2.656.050.000,101.180.000,,171200.0,48014.0,8220050000.0,5564000000.0,2656050000.0,101180000.0
1,1 > 1,1,Cổ phiếu niêm yết khác,7.194.101,,226.567.900.748,192.428.198.958,34.139.701.790,147.083.247.627,,7194101.0,,226567900748.0,192428198958.0,34139701790.0,147083247627.0
2,1 > 2,2,Cổ phiếu chưa niêm yết,5.996.398,,242.283.448.200,210.890.670.201,31.392.777.999,57.500.000,,5996398.0,,242283448200.0,210890670201.0,31392777999.0,57500000.0
2,1 > 2,2,VEAM,4.490.000,23.765,106.703.400.000,84.323.400.000,22.380.000.000,-,,4490000.0,23765.0,106703400000.0,84323400000.0,22380000000.0,
2,1 > 2,2,SSIR,1.499.999,15.000,22.499.985.000,15.000.000.000,7.499.985.000,-,,1499999.0,15000.0,22499985000.0,15000000000.0,7499985000.0,
2,1 > 2,2,CTCP Việt Tín,6.299,1.250.000,7.873.750.000,6.654.826.400,1.218.923.600,-,,6299.0,1250000.0,7873750000.0,6654826400.0,1218923600.0,
2,1 > 2,2,Chứng chỉ tiền gửi,100,,105.206.313.200,104.912.443.801,293.869.399,-,,100.0,,105206313200.0,104912443801.0,293869399.0,
2,1 > 2,2,Cổ phiếu chưa niêm yết khác,-,,-,-,-,57.500.000,,,,,,,57500000.0
3,1 > 3,3,Trái phiếu niêm yết,79.610.000,,8.595.989.140.000,8.554.906.299.726,41.082.840.274,68.529.512.783,,79610000.0,,8595989140000.0,8554906299726.0,41082840274.0,68529512783.0
3,1 > 3,3,TP_TD1727397,5.500.000,102.469,563.578.000.000,554.760.500.000,8.817.500.000,-,,5500000.0,102469.0,563578000000.0,554760500000.0,8817500000.0,
3,1 > 3,3,TP_TD1520267,3.000.000,108.074,324.222.000.000,318.297.000.000,5.925.000.000,-,,3000000.0,108074.0,324222000000.0,318297000000.0,5925000000.0,
3,1 > 3,3,TP_TD1724415,2.500.000,101.543,253.858.500.000,249.278.500.000,4.580.000.000,-,,2500000.0,101543.0,253858500000.0,249278500000.0,4580000000.0,
