row_label_raw,row_label_full,Các loại tài sản tài chính,Số cuối năm > Giá mua/Giá gốc,Số cuối năm > Chênh lệch đánh giá > Chênh lệch tăng,Số cuối năm > Chênh lệch đánh giá > Chênh lệch giảm,Số cuối năm > Giá trị đánh giá lại,Số đầu năm (trình bày lại) > Giá mua/Giá gốc,Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch tăng,Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch giảm,Số đầu năm (trình bày lại) > Giá trị đánh giá lại,numeric__Số cuối năm > Giá mua/Giá gốc,numeric__Số cuối năm > Chênh lệch đánh giá > Chênh lệch tăng,numeric__Số cuối năm > Chênh lệch đánh giá > Chênh lệch giảm,numeric__Số cuối năm > Giá trị đánh giá lại,numeric__Số đầu năm (trình bày lại) > Giá mua/Giá gốc,numeric__Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch tăng,numeric__Số đầu năm (trình bày lại) > Chênh lệch đánh giá > Chênh lệch giảm,numeric__Số đầu năm (trình bày lại) > Giá trị đánh giá lại
FVTPL,FVTPL,FVTPL,1.421.999.430.092,153.458.160.991,(146.609.922.383),1.428.847.668.700,1.575.423.122.761,123.082.128.096,(151.094.747.873),1.547.410.502.984,1421999430092.0,153458160991.0,-146609922383.0,1428847668700.0,1575423122761.0,123082128096.0,-151094747873.0,1547410502984.0
Cổ phiếu và CCQ niêm yết,Cổ phiếu và CCQ niêm yết,Cổ phiếu và CCQ niêm yết,1.111.342.485.236,139.790.432.055,(115.385.133.311),1.135.747.783.980,1.190.894.540.722,90.912.924.656,(100.782.147.828),1.181.025.317.550,1111342485236.0,139790432055.0,-115385133311.0,1135747783980.0,1190894540722.0,90912924656.0,-100782147828.0,1181025317550.0
Cổ phiếu và CCQ chưa niêm yết,Cổ phiếu và CCQ chưa niêm yết,Cổ phiếu và CCQ chưa niêm yết,105.931.464.856,13.667.728.936,(31.224.789.072),88.374.404.720,82.191.081.939,32.169.203.440,(50.312.600.045),64.047.685.334,105931464856.0,13667728936.0,-31224789072.0,88374404720.0,82191081939.0,32169203440.0,-50312600045.0,64047685334.0
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,204.725.480.000,-,-,204.725.480.000,302.337.500.100,-,-,302.337.500.100,204725480000.0,,,204725480000.0,302337500100.0,,,302337500100.0
AFS,AFS,AFS,719.220.458.609,726.347.047.603,(6.861.588.212),1.438.705.918.000,945.928.314.218,601.213.558.225,(2.689.490.143),1.544.452.382.300,719220458609.0,726347047603.0,-6861588212.0,1438705918000.0,945928314218.0,601213558225.0,-2689490143.0,1544452382300.0
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,557.013.231.309,709.424.647.603,(6.861.588.212),1.259.576.290.700,798.022.774.218,584.113.558.225,(2.689.490.143),1.379.446.842.300,557013231309.0,709424647603.0,-6861588212.0,1259576290700.0,798022774218.0,584113558225.0,-2689490143.0,1379446842300.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,162.207.227.300,16.922.400.000,-,179.129.627.300,147.905.540.000,17.100.000.000,-,165.005.540.000,162207227300.0,16922400000.0,,179129627300.0,147905540000.0,17100000000.0,,165005540000.0
Tổng công,Tổng công,Tổng công,2.141.219.888.701,879.805.208.594,(153.471.510.595),2.867.553.586.700,2.521.351.436.979,724.295.686.321,(153.784.238.016),3.091.862.885.284,2141219888701.0,879805208594.0,-153471510595.0,2867553586700.0,2521351436979.0,724295686321.0,-153784238016.0,3091862885284.0
