row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,25.127,65.975.908,,,25127.0,65975908.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,112.672.178.230,73.523.333.952,,,112672178230.0,73523333952.0
50,50,50,Cộng doanh thu hoạt động tài chính,34,112.672.203.357,73.589.309.860,,34.0,112672203357.0,73589309860.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,1.777.511.026,117.028.560,,,1777511026.0,117028560.0
52,52,52,2. Chỉ phí lãi vay,,343.581.229.539,269.221.826.624,,,343581229539.0,269221826624.0
60,60,60,Cộng chỉ phí tài chính,35,345.358.740.565,269.338.855.184,,35.0,345358740565.0,269338855184.0
62,62,62,VI. CHI PHÍ QUẢN LÝ,36,150.921.257.712,124.429.977.118,,36.0,150921257712.0,124429977118.0
70,70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,1.275.537.500.491,1.058.507.168.185,,,1275537500491.0,1058507168185.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,2.871.235.714,2.628.448.016,,,2871235714.0,2628448016.0
72,72,72,Chỉ phí khác,,165.473.587,125.318.541,,,165473587.0,125318541.0
80,80,80,Cộng kết quả hoạt động khác,37,2.705.762.127,2.503.129.475,,37.0,2705762127.0,2503129475.0
90,90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,1.278.243.262.618,1.061.010.297.660,,,1278243262618.0,1061010297660.0
91,91,91,Lợi nhuận đã thực hiện,,1.243.555.800.616,938.042.232.852,,,1243555800616.0,938042232852.0
92,92,92,Lợi nhuận chưa thực hiện,,34.687.462.002,122.968.064.808,,,34687462002.0,122968064808.0
100,100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),38,224.233.157.861,185.691.271.689,,38.0,224233157861.0,185691271689.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,38.1,206.606.163.446,205.240.962.817,,381.0,206606163446.0,205240962817.0
100.2,100.2,100.2,Chi phí/(thu nhập) thuế TNDN hoãn lại,38.2,17.626.994.415,(19.549.691.128),,382.0,17626994415.0,-19549691128.0
200,200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,1.054.010.104.757,875.319.025.971,,,1054010104757.0,875319025971.0
