row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,Số dư đầu năm (trình bày lại) > Ngày 01/01/2016 > VND,Số dư đầu năm (trình bày lại) > Ngày 01/01/2017 > VND,Số tăng/giảm > Năm trước (trình bày lại) > Tăng > VND,Số tăng/giảm > Năm trước (trình bày lại) > Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31/12/2016 (trình bày lại) > VND,Số dư cuối năm > Ngày 31/12/2017 > VND,numeric__Thuyết minh,numeric__Số dư đầu năm (trình bày lại) > Ngày 01/01/2016 > VND,numeric__Số dư đầu năm (trình bày lại) > Ngày 01/01/2017 > VND,numeric__Số tăng/giảm > Năm trước (trình bày lại) > Tăng > VND,numeric__Số tăng/giảm > Năm trước (trình bày lại) > Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31/12/2016 (trình bày lại) > VND,numeric__Số dư cuối năm > Ngày 31/12/2017 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
II. THU NHẬP TOẢN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,II. THU NHẬP TOẢN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,II. THU NHẬP TOẢN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giá lại các tài sản tài chính AFS,,634.134.195.908,598.524.068.082,522.159.610.919,(557.769.738.745),572.211.540.410,(596.519.558.618),598.524.068.082,574.216.049.874,,634134195908.0,598524068082.0,522159610919.0,-557769738745.0,572211540410.0,-596519558618.0,598524068082.0,574216049874.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,39,634.134.195.908,598.524.068.082,522.159.610.919,(557.769.738.745),572.211.540.410,(596.519.558.618),598.524.068.082,574.216.049.874,39.0,634134195908.0,598524068082.0,522159610919.0,-557769738745.0,572211540410.0,-596519558618.0,598524068082.0,574216049874.0
