row_label_raw,row_label_full,col_0,31/12/2021VND’000,1/1/2021VND’000,numeric__31/12/2021VND’000,numeric__1/1/2021VND’000
Cash in banks,Cash in banks,Cash in banks,"600,363","739,750",600.363,739.75
Cash equivalents,Cash equivalents,Cash equivalents,"5,000,000","51,000,000",,
,,,"5,600,363","51,739,750",,
