row_label_raw,row_label_full,col_0,31/12/2021VND’000,1/1/2021VND’000,numeric__31/12/2021VND’000,numeric__1/1/2021VND’000
Amounts due to Masan Horizon Company Limited (“MH”) – the immediate parent company,Amounts due to Masan Horizon Company Limited (“MH”) – the immediate parent company,Amounts due to Masan Horizon Company Limited (“MH”) – the immediate parent company,Amounts due to Masan Horizon Company Limited (“MH”) – the immediate parent company,Amounts due to Masan Horizon Company Limited (“MH”) – the immediate parent company,,
Non-trade – short-term (*),Non-trade – short-term (*),Non-trade – short-term (*),"2,511,785","2,511,785",,
Amount due to Nui Phao Mining Company Ltd – a subsidiary,Amount due to Nui Phao Mining Company Ltd – a subsidiary,Amount due to Nui Phao Mining Company Ltd – a subsidiary,Amount due to Nui Phao Mining Company Ltd – a subsidiary,Amount due to Nui Phao Mining Company Ltd – a subsidiary,,
Non-trade – short-term (*),Non-trade – short-term (*),Non-trade – short-term (*),"32,306,412","10,294,685",,
Others,Non-trade – short-term (*) > Others,Others,"617,339","44,000",617.339,44.0
,,,"35,435,536","12,850,470",,
