row_label_raw,row_label_full,col_0,31/12/2021VND’000,1/1/2021VND’000,numeric__31/12/2021VND’000,numeric__1/1/2021VND’000
Accrued interest expenses,Accrued interest expenses,Accrued interest expenses,"47,442,649","45,058,494",,
Share issuance fee,Share issuance fee,Share issuance fee,-,"42,624,809",,
Others,Share issuance fee > Others,Others,"913,684","468,020",913.684,468.02
,,,"48,356,333","88,151,323",,
