row_label_raw,row_label_full,col_0,2021VND’000,2020VND’000,numeric__2021VND’000,numeric__2020VND’000
Interest expense,Interest expense,Interest expense,"271,523,054","298,399,658",,
Borrowing fee and others,Interest expense > Borrowing fee and others,Borrowing fee and others,"485,087","1,150,436",485.087,
,,,"272,008,141","299,550,094",,
