row_label_raw,row_label_full,Đầu tư dài hạn nấm giữ đến ngày đáo hạn,Cuối năm VND > Giá gốc,Cuối năm VND > Dự phòng,Cuối năm VND > Giá trị hợp lý,Đầu năm VND > Giá gốc,Đầu năm VND > Dự phòng,Đầu năm VND > Giá trị hợp lý,numeric__Cuối năm VND > Giá gốc,numeric__Cuối năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị hợp lý,numeric__Đầu năm VND > Giá gốc,numeric__Đầu năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị hợp lý
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,40.700.000.000,-,40.700.000.000,40.000.000.000,-,40.000.000.000,40700000000.0,,40700000000.0,40000000000.0,,40000000000.0
Ngân hàng TMCP Hàng hải Việt Nam\( ^{(i)} \),Ngân hàng TMCP Hàng hải Việt Nam\( ^{(i)} \),Ngân hàng TMCP Hàng hải Việt Nam\( ^{(i)} \),40.000.000.000,-,40.000.000.000,40.000.000.000,-,40.000.000.000,40000000000.0,,40000000000.0,40000000000.0,,40000000000.0
Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,700.000.000,-,700.000.000,-,-,-,700000000.0,,700000000.0,,,
Trái phiếu,Trái phiếu,Trái phiếu,-,-,-,-,-,-,,,,,,
Cộng,Trái phiếu > Cộng,Cộng,40.700.000.000,-,40.700.000.000,40.000.000.000,-,40.000.000.000,40700000000.0,,40700000000.0,40000000000.0,,40000000000.0
