row_label_raw,row_label_full,b) Thuế và các khoản phải nộp Nhà nước,Đầu năm VND,Số phải nộp VND,Số đã thực nộp VND,Cuối năm VND,numeric__Đầu năm VND,numeric__Số phải nộp VND,numeric__Số đã thực nộp VND,numeric__Cuối năm VND
Thuế thụ nhập cá nhân,Thuế thụ nhập cá nhân,Thuế thụ nhập cá nhân,188.412.790,4.055.779.821,3.588.923.230,655.269.381,188412790.0,4055779821.0,3588923230.0,655269381.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,726.617.679,2.500.312.145,2.517.815.824,709.114.000,726617679.0,2500312145.0,2517815824.0,709114000.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,530.953.500,2.747.664.772,3.090.198.387,188.419.885,530953500.0,2747664772.0,3090198387.0,188419885.0
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,114.105.006,,,114.105.006,114105006.0,,,114105006.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,426.851.197,20.000.000,20.000.000,426.851.197,426851197.0,20000000.0,20000000.0,426851197.0
"Các khoản phí, lệ phí, khác","Các khoản phí, lệ phí, khác","Các khoản phí, lệ phí, khác",61.786.454,2.586.054.533,1.737.430.589,910.410.398,61786454.0,2586054533.0,1737430589.0,910410398.0
Cộng,Cộng,Cộng,36.200.143.550,90.834.009.853,85.029.004.249,42.005.149.154,36200143550.0,90834009853.0,85029004249.0,42005149154.0
