row_label_raw,row_label_full,Tiền và các khoản tương đương tiền,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Tiền mặt,Tiền mặt,Tiền mặt,4.954.389.491,16.376.157.225,4954389491.0,16376157225.0
Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,119.208.083.003,163.003.945.838,119208083003.0,163003945838.0
Tiền đang chuyển,Tiền đang chuyển,Tiền đang chuyển,86.323.222,32.084.752,86323222.0,32084752.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,78.660.901.621,50.000.000,78660901621.0,50000000.0
Ngân hàng TMCP Phát Triển TP. HCM,Ngân hàng TMCP Phát Triển TP. HCM,Ngân hàng TMCP Phát Triển TP. HCM,10.084.901.621,,10084901621.0,
Ngân hàng TMCP Đầu tư & Phát triển Việt Nam,Ngân hàng TMCP Đầu tư & Phát triển Việt Nam,Ngân hàng TMCP Đầu tư & Phát triển Việt Nam,3.000.000.000,,3000000000.0,
Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,550.000.000,50.000.000,550000000.0,50000000.0
Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,65.026.000.000,,65026000000.0,
Cộng,Cộng,Cộng,202.909.697.337,179.462.187.815,202909697337.0,179462187815.0
