row_label_raw,row_label_full,Đầu tư góp vốn vào đơn vị khác,Cuối năm VND > SL,Cuối năm VND > %,Cuối năm VND > Giá gốc,Cuối năm VND > Dự phòng,Cuối năm VND > Giá trị hợp lý,Đầu năm VND > SL,Đầu năm VND > %,Đầu năm VND > Giá gốc,Đầu năm VND > Dự phòng,Đầu năm VND > Giá trị hợp lý,numeric__Cuối năm VND > SL,numeric__Cuối năm VND > %,numeric__Cuối năm VND > Giá gốc,numeric__Cuối năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị hợp lý,numeric__Đầu năm VND > SL,numeric__Đầu năm VND > %,numeric__Đầu năm VND > Giá gốc,numeric__Đầu năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị hợp lý
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",,,245.034.714.319,,- 245.034.714.319,,,751.039.867.909,,- 751.039.867.909,,,245034714319.0,,-245034714319.0,,,751039867909.0,,-751039867909.0
Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,,,,,,45.080.000,"28,00",440.097.428.136,,- 440.097.428.136,,,,,,45080000.0,28.0,440097428136.0,,-440097428136.0
Công ty CP ĐTPT Phương Nam,Công ty CP ĐTPT Phương Nam,Công ty CP ĐTPT Phương Nam,18.920.000,"43,00",92.083.217.607,,- 92.083.217.607,18.920.000,"43,00",152.039.450.663,,- 152.039.450.663,18920000.0,43.0,92083217607.0,,-92083217607.0,18920000.0,43.0,152039450663.0,,-152039450663.0
Công ty CP Đầu tư Việt Thiên Lâm,Công ty CP Đầu tư Việt Thiên Lâm,Công ty CP Đầu tư Việt Thiên Lâm,862.203,"22,00",83.465.845.094,,- 83.465.845.094,8.622.034,"22,00",83.465.845.094,,- 83.465.845.094,862203.0,22.0,83465845094.0,,-83465845094.0,8622034.0,22.0,83465845094.0,,-83465845094.0
Công ty CP Gạch men Anh Em,Công ty CP Gạch men Anh Em,Công ty CP Gạch men Anh Em,7.350.000,"40,83",1.618.046.920,,- 1.618.046.920,7.350.000,"40,83",7.848.245.739,,- 7.848.245.739,7350000.0,40.83,1618046920.0,,-1618046920.0,7350000.0,40.83,7848245739.0,,-7848245739.0
Công ty CP ĐTPTXD Bê tông,Công ty CP ĐTPTXD Bê tông,Công ty CP ĐTPTXD Bê tông,1.259.994,"36,00",28.850.896.591,,- 28.850.896.591,1.259.994,"36,00",28.288.816.911,,- 28.288.816.911,1259994.0,36.0,28850896591.0,,-28850896591.0,1259994.0,36.0,28288816911.0,,-28288816911.0
Công ty CP ĐTPTXD DL Thể thao VT,Công ty CP ĐTPTXD DL Thể thao VT,Công ty CP ĐTPTXD DL Thể thao VT,1.793.856,"23,92",17.239.348.045,,- 17.239.348.045,1.793.856,"24,86",17.292.430.335,,- 17.292.430.335,1793856.0,23.92,17239348045.0,,-17239348045.0,1793856.0,24.86,17292430335.0,,-17292430335.0
Công ty CP ĐTPTXD Hội An,Công ty CP ĐTPTXD Hội An,Công ty CP ĐTPTXD Hội An,899.100,"29,97",15.660.080.897,,- 15.660.080.897,899.100,"29,97",15.935.135.961,,- 15.935.135.961,899100.0,29.97,15660080897.0,,-15660080897.0,899100.0,29.97,15935135961.0,,-15935135961.0
Công ty CP Bất động sản DIC,Công ty CP Bất động sản DIC,Công ty CP Bất động sản DIC,481.500,"42,67",6.117.279.165,,- 6.117.279.165,481.500,"42,67",6.072.515.070,,- 6.072.515.070,481500.0,42.67,6117279165.0,,-6117279165.0,481500.0,42.67,6072515070.0,,-6072515070.0
