row_label_raw,row_label_full,8. Hàng tồn kho,Cuối năm VND > Giá trị gốc,Cuối năm VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị gốc,numeric__Cuối năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,1.653.302.880,-,-,-,1653302880.0,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",17.925.815.061,-,16.810.381.977,-,17925815061.0,,16810381977.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",724.891.423,-,932.126.041,-,724891423.0,,932126041.0,
Chi phí sản xuất kinh doanh dở dang(*),Chi phí sản xuất kinh doanh dở dang(*),Chi phí sản xuất kinh doanh dở dang(*),3.466.799.872.954,-,2.797.138.619.849,-,3466799872954.0,,2797138619849.0,
Thành phẩm,Thành phẩm,Thành phẩm,14.945.747.515,(598.896.130),19.566.318.090,(598.896.130),14945747515.0,-598896130.0,19566318090.0,-598896130.0
Thành phẩm bất động sản,Thành phẩm bất động sản,Thành phẩm bất động sản,19.740.307.834,-,16.177.240.961,-,19740307834.0,,16177240961.0,
