row_label_raw,row_label_full,a) Chi phí trả trước ngắn hạn,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,753.065.978,861.177.882,753065978.0,861177882.0
Chi phí bán hàng chờ phân bổ,Chi phí bán hàng chờ phân bổ,Chi phí bán hàng chờ phân bổ,45.824.138.783,40.598.993.463,45824138783.0,40598993463.0
Chi phí thuê văn phòng ngắn hạn,Chi phí thuê văn phòng ngắn hạn,Chi phí thuê văn phòng ngắn hạn,-,204.587.628,,204587628.0
Chi phí hoàn thiện văn phòng,Chi phí hoàn thiện văn phòng,Chi phí hoàn thiện văn phòng,-,26.234.452,,26234452.0
Chi phí chờ phân bổ dài hạn khác,Chi phí chờ phân bổ dài hạn khác,Chi phí chờ phân bổ dài hạn khác,748.358.464,732.554.738,748358464.0,732554738.0
Cộng,Cộng,Cộng,47.325.563.225,42.423.548.163,47325563225.0,42423548163.0
