row_label_raw,row_label_full,Vay dài hạn,Giá trị,Cuối năm VND > Số có khả năng trả nợ,Cuối năm VND > Tăng,Trong năm VND > Giảm,Trong năm VND > Giá trị,Đầu năm VND > Số có khả năng trả nợ,Đầu năm VND,numeric__Giá trị,numeric__Cuối năm VND > Số có khả năng trả nợ,numeric__Cuối năm VND > Tăng,numeric__Trong năm VND > Giảm,numeric__Trong năm VND > Giá trị,numeric__Đầu năm VND > Số có khả năng trả nợ,numeric__Đầu năm VND
"Ngân hàng TMCP Đầu tư & Phát triển, CN Vũng Tàu\( ^{(i)} \)","Ngân hàng TMCP Đầu tư & Phát triển, CN Vũng Tàu\( ^{(i)} \)","Ngân hàng TMCP Đầu tư & Phát triển, CN Vũng Tàu\( ^{(i)} \)",4.901.197.070,4.901.197.070,-,3.101.000.000,8.002.197.070,8.002.197.070,,4901197070.0,4901197070.0,,3101000000.0,8002197070.0,8002197070.0,
"Ngân hàng TMCP Ngoại thương, CN Quảng Nam\( ^{(ii)} \)","Ngân hàng TMCP Ngoại thương, CN Quảng Nam\( ^{(ii)} \)","Ngân hàng TMCP Ngoại thương, CN Quảng Nam\( ^{(ii)} \)",1.988.000.000,1.988.000.000,480.000.000,1.351.000.000,2.859.000.000,2.859.000.000,,1988000000.0,1988000000.0,480000000.0,1351000000.0,2859000000.0,2859000000.0,
"Ngân hàng TMCP Á Châu, CN Hồ Chí Minh\( ^{(iii)} \)","Ngân hàng TMCP Á Châu, CN Hồ Chí Minh\( ^{(iii)} \)","Ngân hàng TMCP Á Châu, CN Hồ Chí Minh\( ^{(iii)} \)",144.537.479.952,144.537.479.952,43.249.987.066,41.962.494.180,143.249.987.066,143.249.987.066,,144537479952.0,144537479952.0,43249987066.0,41962494180.0,143249987066.0,143249987066.0,
"Ngân hàng TMCP Bưu điện Liên Việt, CN Vũng Tàu\( ^{(iv)} \)","Ngân hàng TMCP Bưu điện Liên Việt, CN Vũng Tàu\( ^{(iv)} \)","Ngân hàng TMCP Bưu điện Liên Việt, CN Vũng Tàu\( ^{(iv)} \)",36.465.035.811,36.465.035.811,16.501.476.600,16.458.978.096,36.422.537.307,36.422.537.307,,36465035811.0,36465035811.0,16501476600.0,16458978096.0,36422537307.0,36422537307.0,
"Ngân hàng TMCP Phát triển TP.HCM, CN Vũng Tàu\( ^{(v)} \)","Ngân hàng TMCP Phát triển TP.HCM, CN Vũng Tàu\( ^{(v)} \)","Ngân hàng TMCP Phát triển TP.HCM, CN Vũng Tàu\( ^{(v)} \)",211.985.490.631,211.985.490.631,87.686.014.810,123.509.508.197,247.808.984.018,247.808.984.018,,211985490631.0,211985490631.0,87686014810.0,123509508197.0,247808984018.0,247808984018.0,
Cá nhân khác,Cá nhân khác,Cá nhân khác,-,-,-,148.000.000,148.000.000,148.000.000,,,,,148000000.0,148000000.0,148000000.0,
Cộng,Cộng,Cộng,399.877.203.464,399.877.203.464,147.917.478.476,186.530.980.473,438.490.705.461,438.490.705.461,,399877203464.0,399877203464.0,147917478476.0,186530980473.0,438490705461.0,438490705461.0,
