row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Đơn vị tính: đồng Việt Nam > Số cuối năm,Đơn vị tính: đồng Việt Nam > Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Đơn vị tính: đồng Việt Nam > Số cuối năm,numeric__Đơn vị tính: đồng Việt Nam > Số đầu năm
200,200,200,TÀI SẢN DÀI HẠN,,1.273.441.750.823,1.693.635.395.548,,,1273441750823.0,1693635395548.0
210,210,210,Các khoản phải thu dài hạn,,291.832.510.655,298.161.671.208,,,291832510655.0,298161671208.0
211,211,211,Phải thu dài hạn của khách hàng,V.3,168.674.434.812,168.674.434.812,,,168674434812.0,168674434812.0
212,212,212,Trả trước cho người bán dài hạn,,-,-,,,,
213,213,213,Vốn kinh doanh ở đơn vị trực thuộc,,-,-,,,,
214,214,214,Phải thu nội bộ dài hạn,,-,-,,,,
215,214 > 215,215,Phải thu về cho vay dài hạn,V.5,34.297.310.808,40.698.803.794,,,34297310808.0,40698803794.0
216,214 > 216,216,Phải thu dài hạn khác,V.6,88.860.765.035,88.788.432.602,,,88860765035.0,88788432602.0
219,219,219,Dự phòng phải thu dài hạn khó đòi (*),,-,-,,,,
220,219 > 220,220,Tài sản cố định,,231.535.692.244,258.830.091.427,,,231535692244.0,258830091427.0
221,219 > 221,221,Tài sản cố định hữu hình,V.11,214.195.843.408,246.995.411.087,,,214195843408.0,246995411087.0
222,219 > 222,222,Nguyên giá,,451.261.396.538,483.102.377.189,,,451261396538.0,483102377189.0
223,219 > 223,223,Giá trị hao mòn luỹ kế (*),,(237.065.553.130),(236.106.966.102),,,-237065553130.0,-236106966102.0
227,219 > 227,227,Tài sản cố định vô hình,V.12,17.339.848.836,11.834.680.340,,,17339848836.0,11834680340.0
228,219 > 228,228,Nguyên giá,,18.196.510.097,12.635.194.097,,,18196510097.0,12635194097.0
229,219 > 229,229,Giá trị hao mòn luỹ kế (*),,(856.661.261),(800.513.757),,,-856661261.0,-800513757.0
230,219 > 230,230,Bất động sản đầu tư,V.13,118.213.023.253,121.102.139.909,,,118213023253.0,121102139909.0
231,219 > 231,231,Nguyên giá,,144.455.832.878,144.455.832.878,,,144455832878.0,144455832878.0
232,219 > 232,232,Giá trị hao mòn luỹ kế (*),,(26.242.809.625),(23.353.692.969),,,-26242809625.0,-23353692969.0
240,219 > 240,240,Tài sản dở dang dài hạn,,67.997.970.133,68.781.763.243,,,67997970133.0,68781763243.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",,-,-,,,,
242,241 > 242,242,Chi phí xây dựng cơ bản dở dang,V.14,67.997.970.133,68.781.763.243,,,67997970133.0,68781763243.0
250,241 > 250,250,Đầu tư tài chính dài hạn,V.2,533.887.083.148,894.838.088.598,,,533887083148.0,894838088598.0
251,251,251,Đầu tư vào Công ty con,,-,-,,,,
252,251 > 252,252,"Đầu tư vào Công ty liên doanh, liên kết",,245.034.714.319,751.039.867.909,,,245034714319.0,751039867909.0
253,251 > 253,253,Đầu tư góp vốn vào đơn vị khác,,301.202.915.784,150.793.688.973,,,301202915784.0,150793688973.0
254,251 > 254,254,Dự phòng đầu tư tài chính dài hạn (*),,(28.350.546.955),(6.995.468.284),,,-28350546955.0,-6995468284.0
255,251 > 255,255,Đầu tư nắm giữ đến ngày đáo hạn,,16.000.000.000,-,,,16000000000.0,
260,251 > 260,260,Tài sản dài hạn khác,,29.975.471.390,51.921.641.163,,,29975471390.0,51921641163.0
261,251 > 261,261,Chi phí trả trước dài hạn,V.9,25.522.991.259,30.940.737.957,,,25522991259.0,30940737957.0
262,251 > 262,262,Tài sản thuế thu nhập hoãn lại,V.15,4.452.480.131,20.980.903.206,,,4452480131.0,20980903206.0
263,263,263,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",,-,-,,,,
268,268,268,Tài sản dài hạn khác,,-,-,,,,
269,269,269,Lợi thế thương mại,,-,-,,,,
270,269 > 270,270,TỔNG CỘNG TÀI SẢN,,6.083.229.943.787,5.875.805.695.072,,,6083229943787.0,5875805695072.0
