row_label_raw,row_label_full,Ông Nguyễn Thiện Tuấn,Chủ tịch HĐQT,Chủ tịch HĐĐT,numeric__Chủ tịch HĐQT,numeric__Chủ tịch HĐĐT
Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Phó chủ tịch HĐQT,Thành viên,,
Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Ủy viên HĐQT,Thành viên,,
Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Ủy viên HĐQT,Thành viên,,
Ông Vũ Hữu Điền,Ông Vũ Hữu Điền,Ông Vũ Hữu Điền,ĐDCĐ Quỹ DC,Thành viên,,
