row_label_raw,row_label_full,Nội dung nghiệp vụ/Bên liên quan,Mối quan hệ,Giá trị giao dịch VND,Số dư cuối kỳ phải thu/(phải trả) VND,numeric__Mối quan hệ,numeric__Giá trị giao dịch VND,numeric__Số dư cuối kỳ phải thu/(phải trả) VND
Công ty CP ĐTPTXD Thanh Bình,Công ty CP ĐTPTXD Thanh Bình,Công ty CP ĐTPTXD Thanh Bình,Bên liên quan,6.339.252.389,(9.246.430.292),,6339252389.0,-9246430292.0
Trạ trước ngắn hạn cho người bán,Trạ trước ngắn hạn cho người bán,Trạ trước ngắn hạn cho người bán,,53.449.987.066,7.335.286.419,,53449987066.0,7335286419.0
Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Công ty CP Đầu tư Phát triển Phương Nam,Công ty liên kết,53.449.987.066,7.335.286.419,,53449987066.0,7335286419.0
