row_label_raw,row_label_full,Cho năm tài chính2017,Thương mại,Dịch vụ,Xây dựng,Bất động sản,Tổng cộng VND,numeric__Thương mại,numeric__Dịch vụ,numeric__Xây dựng,numeric__Bất động sản,numeric__Tổng cộng VND
Doanh thu thuần bộ phận,Doanh thu thuần bộ phận,Doanh thu thuần bộ phận,389.851.914.236,58.151.699.844,110.271.083.070,1.035.435.819.709,1.593.710.516.859,389851914236.0,58151699844.0,110271083070.0,1035435819709.0,1593710516859.0
Chi phí bộ phận,Chi phí bộ phận,Chi phí bộ phận,(359.817.780.317),(6.629.138.033),(73.371.848.304),(762.003.107.589),(1.201.821.874.243),-359817780317.0,-6629138033.0,-73371848304.0,-762003107589.0,-1201821874243.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,30.034.133.919,51.522.561.811,36.899.234.766,273.432.712.120,391.888.642.616,30034133919.0,51522561811.0,36899234766.0,273432712120.0,391888642616.0
Doanh thu tài chính,Doanh thu tài chính,Doanh thu tài chính,,,,,90.349.743.460,,,,,90349743460.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,,,,,(28.532.438.453),,,,,-28532438453.0
"Phần lãi hoặc lỗ trong Công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong Công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong Công ty liên doanh, liên kết",,,,,(62.488.637.454),,,,,-62488637454.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,,,,(90.652.232.333),,,,,-90652232333.0
