row_label_raw,row_label_full,Thuế giá trị gia tăng được khấu trừ,Cuối năm VND > 1.319.982.565,Đầu năm VND > 5.235.625.903,numeric__Cuối năm VND > 1.319.982.565,numeric__Đầu năm VND > 5.235.625.903
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,3.160.364.320,9.917.643.210,3160364320.0,9917643210.0
Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,2.460.299.583,-,2460299583.0,
Các khoản thuế nộp thừa cho Nhà nước,Các khoản thuế nộp thừa cho Nhà nước,Các khoản thuế nộp thừa cho Nhà nước,700.064.737,9.917.643.210,700064737.0,9917643210.0
Cộng,Cộng,Cộng,4.480.346.885,15.153.269.113,4480346885.0,15153269113.0
