row_label_raw,row_label_full,b) Doanh thu chưa thực hiện dài hạn,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Doanh thu nhận trước về cho thuê tài sản,Doanh thu nhận trước về cho thuê tài sản,Doanh thu nhận trước về cho thuê tài sản,134.688.223.332,138.062.459.324,134688223332.0,138062459324.0
Thu nhập hoãn lại về góp vốn bằng quyền sử dụng đất,Thu nhập hoãn lại về góp vốn bằng quyền sử dụng đất,Thu nhập hoãn lại về góp vốn bằng quyền sử dụng đất,22.262.400.656,171.552.289.536,22262400656.0,171552289536.0
Cộng,Cộng,Cộng,156.950.623.988,309.614.748.860,156950623988.0,309614748860.0
