row_label_raw,row_label_full,8. Hàng tồn kho,Cuối năm VND > Giá trị gốc,Cuối năm VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị gốc,numeric__Cuối năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Hàng hóa,Hàng hóa,Hàng hóa,16.153.134.998,,8.044.239.389,,16153134998.0,,8044239389.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,248.983.582,,314.022.259,,248983582.0,,314022259.0,
Cộng,Cộng,Cộng,3.538.192.056.247,(598.896.130),2.858.982.948.566,(598.896.130),3538192056247.0,-598896130.0,2858982948566.0,-598896130.0
