row_label_raw,row_label_full,19. Chi phí phải trả ngắn hạn,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Lãi trái phiếu phải trả,Lãi trái phiếu phải trả,Lãi trái phiếu phải trả,66.406.250.000,66.718.750.000,66406250000.0,66718750000.0
Lãi vay phải trả,Lãi vay phải trả,Lãi vay phải trả,18.442.561.836,17.450.750.333,18442561836.0,17450750333.0
Chi phí đầu tư khu phức hợp 34ha - Taekwang,Chi phí đầu tư khu phức hợp 34ha - Taekwang,Chi phí đầu tư khu phức hợp 34ha - Taekwang,,1.052.245.085,,1052245085.0
"Trường đào tạo nghề Phú Quốc, tỉnh Kiên giang","Trường đào tạo nghề Phú Quốc, tỉnh Kiên giang","Trường đào tạo nghề Phú Quốc, tỉnh Kiên giang",319.272.727,6.407.155.605,319272727.0,6407155605.0
Cáp thép dự ứng lực Phoenix,Cáp thép dự ứng lực Phoenix,Cáp thép dự ứng lực Phoenix,,326.357.714,,326357714.0
Hệ thống hạ tầng kỹ thuật Công ty A.T.A,Hệ thống hạ tầng kỹ thuật Công ty A.T.A,Hệ thống hạ tầng kỹ thuật Công ty A.T.A,,1.680.763.636,,1680763636.0
Các khoản trích trước khác,Các khoản trích trước khác,Các khoản trích trước khác,10.429.228.289,2.097.819.616,10429228289.0,2097819616.0
Cộng,Cộng,Cộng,95.597.312.852,95.733.841.989,95597312852.0,95733841989.0
