row_label_raw,row_label_full,Bên liên quan > Chi phí phải trả dài hạn (Thuyết minh số 20),Nội dung nghiệp vụ > Chi phí phải trả dài hạn (Thuyết minh số 20),Số cuối năm > Chi phí phải trả dài hạn (Thuyết minh số 20),Số đầu năm > Chi phí phải trả dài hạn (Thuyết minh số 20),numeric__Nội dung nghiệp vụ > Chi phí phải trả dài hạn (Thuyết minh số 20),numeric__Số cuối năm > Chi phí phải trả dài hạn (Thuyết minh số 20),numeric__Số đầu năm > Chi phí phải trả dài hạn (Thuyết minh số 20)
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu Công nghệ cao Sài Gòn,Lãi vay phải trả,589.879.723,-,,589879723.0,
,,,,589.879.723,-,,589879723.0,
