row_label_raw,row_label_full,Năm trước > Số đầu năm,Vốn cổ phần đã góp > Năm trước > 7.676.047.590.000,Thặng dư vốn cổ phần > Năm trước > 2.743.529.570.000,Quỹ đầu tư phát triển > Năm trước > 2.223.693.823,Vốn khác của chủ sở hữu > Năm trước > -,Lợi nhuận sau thuế chưa phân phối > Năm trước > 5.646.308.490.449,Lợi ích cổ đông không kiểm soát > Năm trước > 1.777.409.947.814,Đơn vị tính: VND Tổng cộng > Năm trước > 17.845.519.292.086,numeric__Vốn cổ phần đã góp > Năm trước > 7.676.047.590.000,numeric__Thặng dư vốn cổ phần > Năm trước > 2.743.529.570.000,numeric__Quỹ đầu tư phát triển > Năm trước > 2.223.693.823,numeric__Vốn khác của chủ sở hữu > Năm trước > -,numeric__Lợi nhuận sau thuế chưa phân phối > Năm trước > 5.646.308.490.449,numeric__Lợi ích cổ đông không kiểm soát > Năm trước > 1.777.409.947.814,numeric__Đơn vị tính: VND Tổng cộng > Năm trước > 17.845.519.292.086
- Tăng vốn tại công ty con,- Tăng vốn tại công ty con,- Tăng vốn tại công ty con,-,-,-,-,77.155.892.273,53.194.107.727,130.350.000.000,,,,,77155892273.0,53194107727.0,130350000000.0
- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,-,2.030.699.360.319,214.304.052.011,2.245.003.412.330,,,,,2030699360319.0,214304052011.0,2245003412330.0
Số cuối năm,Số cuối năm,Số cuối năm,7.676.047.590.000,2.743.529.570.000,2.223.693.823,-,7.754.163.743.041,2.044.908.107.552,20.220.872.704.416,7676047590000.0,2743529570000.0,2223693823.0,,7754163743041.0,2044908107552.0,20220872704416.0
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,,,
Số đầu năm,Năm nay > Số đầu năm,Số đầu năm,7.676.047.590.000,2.743.529.570.000,2.223.693.823,-,7.754.163.743.041,2.044.908.107.552,20.220.872.704.416,7676047590000.0,2743529570000.0,2223693823.0,,7754163743041.0,2044908107552.0,20220872704416.0
- Lợi nhuận thuần trong năm,Năm nay > - Lợi nhuận thuần trong năm,- Lợi nhuận thuần trong năm,-,-,-,-,381.924.116.264,41.109.312.871,423.033.429.135,,,,,381924116264.0,41109312871.0,423033429135.0
- Tăng vốn cổ phần từ nguồn vốn chủ sở hữu (i),Năm nay > - Tăng vốn cổ phần từ nguồn vốn chủ sở hữu (i),- Tăng vốn cổ phần từ nguồn vốn chủ sở hữu (i),-,-,-,3.324.832.200.000,(3.324.832.200.000),-,-,,,,3324832200000.0,-3324832200000.0,,
- Cổ đông không kiểm soát góp vốn vào công ty con (Thuyết minh số 4),Năm nay > - Cổ đông không kiểm soát góp vốn vào công ty con (Thuyết minh số 4),- Cổ đông không kiểm soát góp vốn vào công ty con (Thuyết minh số 4),-,-,-,-,-,1.000.000.000,1.000.000.000,,,,,,1000000000.0,1000000000.0
Số cuối năm,Năm nay > Số cuối năm,Số cuối năm,7.676.047.590.000,2.743.529.570.000,2.223.693.823,3.324.832.200.000,4.811.255.659.305,2.087.017.420.423,20.644.906.133.551,7676047590000.0,2743529570000.0,2223693823.0,3324832200000.0,4811255659305.0,2087017420423.0,20644906133551.0
