row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP > Ngoại thương Việt Nam – Chi nhánh Ba Đình > Ngân hàng TMCP > Công thương Việt Nam – Chi nhánh TP Hà Nội > Ngân hàng TMCP đầu tư và phát triển Việt Nam > Ngân hàng TMCP đầu tư và phát triển Việt Nam Chi nhánh Thái Hà > Ngân hàng TMCP Quốc tế Việt Nam – Chi nhánh Sở giao dịch > Ngân hàng TMCP Tiên Phong – Chi nhánh Thăng Long HN,Số cuối năm (VND) > 6.557.000.000 > 299.930.462.324 > 113.719.363.040 > 141.336.766.577 > 150.000.000.000 > 49.000.000.000,"Lãi suất > 6,6%/năm > 10%/năm > 7,2%/năm > 6,2%/năm > 9%/năm > 11,05%/năm",Ngày đáo hạn > Khoản vay có thời hạn 84 tháng. Gốc vay đáo hạn lần cuối vào ngày 8 tháng 8 năm 2031. > Khoản vay có thời hạn 60 tháng. Gốc vay đáo hạn lần trong tháng 1 và tháng 6 năm 2029. > Khoản vay có thời hạn 60 tháng. Gốc vay đáo hạn lần cuối vào ngày 9 tháng 8 năm 2029. > Gốc vay đáo hạn vào ngày 2 tháng 7 năm 2029. > Gốc vay đáo hạn vào ngày 27 tháng 12 năm 2030. > Ngày trả nợ cuối cùng là ngày 9 tháng 7 năm 2026. Gốc vay trả định kỳ hàng quỹ.,"Hình thức đảm bảo > Một xe ô tô. > Quyền tài sản ở hiện tại hoặc được hình thành trong tương lai tại dự án Dự án đầu tư xây dựng và kinh doanh cơ sở hạ tầng cụm công nghiệp Đặng Lễ, Kim Động. > Quyền tài sản và các động sản của Dự án cụm công nghiệp Chính Nghĩa. > Toàn bộ máy móc thiết bị, động sản, các quyền tài sản thuộc và phát sinh từ dự án đầu tư xây dựng một số tòa nhà thuộc Dự án Đầu tư xây dựng Khu đô thị Tràng Duệ > Một số nhà xưởng và văn phòng tại KCN Qué Võ thuộc sở hữu của Công ty Cổ phần Dịch vụ Kinh Bắc, sẽ được chuyển nhượng cho Công ty SHP và các quyền tài sản phát sinh theo văn kiện giao dịch.Bảo lãnh thanh toán của Công ty. Ngoài ra, Công ty cam kết duy trì tỷ lệ sở hữu cổ phần có quyền biểu quyết của Công ty tại SHP tối thiểu 65% trong suốt thời gian vay vốn > Quyền sử dụng đất và tài sản hình thành trên đất của các lô đất chưa bán thuộc Dự án đầu tư xây dựng Khu đô thị DVTM và nhà ở công nhân Tràng Duệ.",numeric__Số cuối năm (VND) > 6.557.000.000 > 299.930.462.324 > 113.719.363.040 > 141.336.766.577 > 150.000.000.000 > 49.000.000.000,"numeric__Lãi suất > 6,6%/năm > 10%/năm > 7,2%/năm > 6,2%/năm > 9%/năm > 11,05%/năm",numeric__Ngày đáo hạn > Khoản vay có thời hạn 84 tháng. Gốc vay đáo hạn lần cuối vào ngày 8 tháng 8 năm 2031. > Khoản vay có thời hạn 60 tháng. Gốc vay đáo hạn lần trong tháng 1 và tháng 6 năm 2029. > Khoản vay có thời hạn 60 tháng. Gốc vay đáo hạn lần cuối vào ngày 9 tháng 8 năm 2029. > Gốc vay đáo hạn vào ngày 2 tháng 7 năm 2029. > Gốc vay đáo hạn vào ngày 27 tháng 12 năm 2030. > Ngày trả nợ cuối cùng là ngày 9 tháng 7 năm 2026. Gốc vay trả định kỳ hàng quỹ.,"numeric__Hình thức đảm bảo > Một xe ô tô. > Quyền tài sản ở hiện tại hoặc được hình thành trong tương lai tại dự án Dự án đầu tư xây dựng và kinh doanh cơ sở hạ tầng cụm công nghiệp Đặng Lễ, Kim Động. > Quyền tài sản và các động sản của Dự án cụm công nghiệp Chính Nghĩa. > Toàn bộ máy móc thiết bị, động sản, các quyền tài sản thuộc và phát sinh từ dự án đầu tư xây dựng một số tòa nhà thuộc Dự án Đầu tư xây dựng Khu đô thị Tràng Duệ > Một số nhà xưởng và văn phòng tại KCN Qué Võ thuộc sở hữu của Công ty Cổ phần Dịch vụ Kinh Bắc, sẽ được chuyển nhượng cho Công ty SHP và các quyền tài sản phát sinh theo văn kiện giao dịch.Bảo lãnh thanh toán của Công ty. Ngoài ra, Công ty cam kết duy trì tỷ lệ sở hữu cổ phần có quyền biểu quyết của Công ty tại SHP tối thiểu 65% trong suốt thời gian vay vốn > Quyền sử dụng đất và tài sản hình thành trên đất của các lô đất chưa bán thuộc Dự án đầu tư xây dựng Khu đô thị DVTM và nhà ở công nhân Tràng Duệ."
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.953.606.560.177,,,,8953606560177.0,,,
Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,227.212.911.1248.726.393.649.053,,,,2.2721291112487263e+24,,,
