row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"Dịch vụ tư vấn thị trường, xúc tiến đầu tư","Chi phí bán hàng > Dịch vụ tư vấn thị trường, xúc tiến đầu tư","Dịch vụ tư vấn thị trường, xúc tiến đầu tư",88.842.222.954,334.397.016.452,88842222954.0,334397016452.0
Chi phí nhân viên bán hàng,Chi phí bán hàng > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,6.770.377.920,9.813.600.238,6770377920.0,9813600238.0
Khác,Chi phí bán hàng > Khác,Khác,2.422.719.671,10.201.458.334,2422719671.0,10201458334.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,98.035.320.545,354.412.075.024,98035320545.0,354412075024.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,163.413.948.187,197.986.428.287,163413948187.0,197986428287.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,90.839.921.912,61.860.045.509,90839921912.0,61860045509.0
Chi phí tài trợ,Chi phí quản lý doanh nghiệp > Chi phí tài trợ,Chi phí tài trợ,81.316.800.296,51.229.402.768,81316800296.0,51229402768.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,26.651.405.477,24.618.462.556,26651405477.0,24618462556.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp > Chi phí dự phòng,Chi phí dự phòng,-,63.256.961.110,,63256961110.0
Khác,Chi phí quản lý doanh nghiệp > Khác,Khác,97.641.826.274,59.429.432.740,97641826274.0,59429432740.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,459.863.902.146,458.380.732.970,459863902146.0,458380732970.0
