row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Trích trước chi phí xây dựng và phát triển cơ sở hạ tầng, chi phí xây dựng đối với bất động sản đã bàn giao","Ngắn hạn > Trích trước chi phí xây dựng và phát triển cơ sở hạ tầng, chi phí xây dựng đối với bất động sản đã bàn giao","Trích trước chi phí xây dựng và phát triển cơ sở hạ tầng, chi phí xây dựng đối với bất động sản đã bàn giao",2.030.121.527.881,1.695.526.951.918,2030121527881.0,1695526951918.0
Tiền thuê đất trích trước,Ngắn hạn > Tiền thuê đất trích trước,Tiền thuê đất trích trước,72.728.051.867,75.395.563.222,72728051867.0,75395563222.0
Chi phí lãi vay phải trả các bên khác,Ngắn hạn > Chi phí lãi vay phải trả các bên khác,Chi phí lãi vay phải trả các bên khác,63.067.273.742,17.558.752.691,63067273742.0,17558752691.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,39.877.418.420,34.604.257.003,39877418420.0,34604257003.0
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 31),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 31),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 31),-,553.879.723,,553879723.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.205.794.271.910,1.823.639.404.557,2205794271910.0,1823639404557.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả các bên khác,Dài hạn > Chi phí lãi vay phải trả các bên khác,Chi phí lãi vay phải trả các bên khác,-,2.149.400.351.677,,2149400351677.0
Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 31),Dài hạn > Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 31),Chi phí lãi vay phải trả bên liên quan(Thuyết minh số 31),589.879.723,-,589879723.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,589.879.723,2.149.400.351.677,589879723.0,2149400351677.0
