row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu cho vay đối tác doanh nghiệp (i),Ngắn hạn > Phải thu cho vay đối tác doanh nghiệp (i),Phải thu cho vay đối tác doanh nghiệp (i),1.499.619.431.634,1.160.770.068.175,1499619431634.0,1160770068175.0
- Công ty Cổ phần Đầu tư Sài Gòn – Huế,Ngắn hạn > - Công ty Cổ phần Đầu tư Sài Gòn – Huế,- Công ty Cổ phần Đầu tư Sài Gòn – Huế,328.090.000.000,72.800.000.000,328090000000.0,72800000000.0
- Công ty Cổ phần Khu Công Nghiệp Sài Gòn,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn,,,,
- Cần Thơ,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Cần Thơ,- Cần Thơ,283.640.000.000,-,283640000000.0,
- Công ty Cổ phần Năng Lượng Sài Gòn - Bình Định,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Công ty Cổ phần Năng Lượng Sài Gòn - Bình Định,- Công ty Cổ phần Năng Lượng Sài Gòn - Bình Định,260.000.000.000,260.000.000.000,260000000000.0,260000000000.0
- Công ty Cổ phần Dịch vụ Kinh Bắc,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Công ty Cổ phần Dịch vụ Kinh Bắc,- Công ty Cổ phần Dịch vụ Kinh Bắc,199.051.616.859,119.218.000.000,199051616859.0,119218000000.0
- Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện Sài Gòn- Bình Thuận,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện Sài Gòn- Bình Thuận,- Công ty Cổ phần Đầu tư và Phát triển Nhà Máy Điện Sài Gòn- Bình Thuận,127.259.178.083,127.259.178.081,127259178083.0,127259178081.0
- Công ty Cổ phần Du lịch Sài Gòn – Hàm Tân,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Công ty Cổ phần Du lịch Sài Gòn – Hàm Tân,- Công ty Cổ phần Du lịch Sài Gòn – Hàm Tân,76.852.000.000,58.052.000.000,76852000000.0,58052000000.0
- Công ty Cổ phần Đầu tư Phát triển Bền vững Evergreen Bắc Giang,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Công ty Cổ phần Đầu tư Phát triển Bền vững Evergreen Bắc Giang,- Công ty Cổ phần Đầu tư Phát triển Bền vững Evergreen Bắc Giang,22.032.769.000,66.400.000.000,22032769000.0,66400000000.0
- Phải thu về cho vay các công ty khác,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Phải thu về cho vay các công ty khác,- Phải thu về cho vay các công ty khác,202.693.867.692,457.040.890.094,202693867692.0,457040890094.0
Phải thu cho vay đối tác cá nhân (ii),- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > Phải thu cho vay đối tác cá nhân (ii),Phải thu cho vay đối tác cá nhân (ii),72.274.221.629,125.274.221.629,72274221629.0,125274221629.0
- Ông Hoàng Văn Cường,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Ông Hoàng Văn Cường,- Ông Hoàng Văn Cường,60.000.000.000,-,60000000000.0,
- Phải thu về cho vay các cá nhân khác,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > - Phải thu về cho vay các cá nhân khác,- Phải thu về cho vay các cá nhân khác,12.274.221.629,125.274.221.629,12274221629.0,125274221629.0
Phải thu cho vay các bên liên quan(Thuyết minh số 31),- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > Phải thu cho vay các bên liên quan(Thuyết minh số 31),Phải thu cho vay các bên liên quan(Thuyết minh số 31),1.709.366.640.991,1.098.813.743.076,1709366640991.0,1098813743076.0
TỔNG CỘNG,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > TỔNG CỘNG,TỔNG CỘNG,3.281.260.294.254,2.384.858.032.880,3281260294254.0,2384858032880.0
Dự phòng phải thu khác về cho vay khó đòi,- Công ty Cổ phần Khu Công Nghiệp Sài Gòn > Dự phòng phải thu khác về cho vay khó đòi,Dự phòng phải thu khác về cho vay khó đòi,(500.000.000),(500.000.000),-500000000.0,-500000000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty Cổ phần Năng Lượng Sài Gòn – Bình Định,Dài hạn > Công ty Cổ phần Năng Lượng Sài Gòn – Bình Định,Công ty Cổ phần Năng Lượng Sài Gòn – Bình Định,528.407.865.995,-,528407865995.0,
Công ty Cổ phần Dịch vụ Kinh Bắc,Dài hạn > Công ty Cổ phần Dịch vụ Kinh Bắc,Công ty Cổ phần Dịch vụ Kinh Bắc,177.473.000.000,356.273.000.000,177473000000.0,356273000000.0
Phải thu về cho vay các công ty khác,Dài hạn > Phải thu về cho vay các công ty khác,Phải thu về cho vay các công ty khác,51.280.000.000,300.000.000,51280000000.0,300000000.0
Phải thu cho vay các bên liên quan(Thuyết minh số 31),Dài hạn > Phải thu cho vay các bên liên quan(Thuyết minh số 31),Phải thu cho vay các bên liên quan(Thuyết minh số 31),-,524.000.000.000,,524000000000.0
TỔNG CỘNG (iii),Dài hạn > TỔNG CỘNG (iii),TỔNG CỘNG (iii),757.160.865.995,880.573.000.000,757160865995.0,880573000000.0
