row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,2.775.773.466.955,5.858.772.665.527,,241.0,2775773466955.0,5858772665527.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,-,(240.297.318.000),,241.0,,-240297318000.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,2.775.773.466.955,5.618.475.347.527,,241.0,2775773466955.0,5618475347527.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(1.492.307.333.029),(1.923.081.056.083),,25.0,-1492307333029.0,-1923081056083.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.283.466.133.926,3.695.394.291.444,,,1283466133926.0,3695394291444.0
21,21,21,6. Doanh thu hoạt động tài chính,24.3,451.291.295.434,426.075.898.488,,243.0,451291295434.0,426075898488.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(258.842.346.281) (268.641.265.779),(426.206.938.934) (379.668.497.960),,26.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(258.842.346.281) (268.641.265.779),(426.206.938.934) (379.668.497.960),,26.0,,
24,24,24,8. Phần lãi/(lỗ) trong công ty liên kết,16.1,15.912.953.359,(8.087.776.852),,161.0,15912953359.0,-8087776852.0
25,25,25,9. Chi phí bán hàng,27,(98.035.320.545),(354.412.075.024),,27.0,-98035320545.0,-354412075024.0
26,26,26,10. Chi phí quản lý doanh nghiệp,27,(459.863.902.146),(458.380.732.970),,27.0,-459863902146.0,-458380732970.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,933.928.813.747,2.874.382.666.152,,,933928813747.0,2874382666152.0
31,31,31,12. Thu nhập khác,28,49.621.167.844,22.300.987.274,,28.0,49621167844.0,22300987274.0
32,32,32,13. Chi phí khác,28,(261.023.264.069),(5.523.841.955),,28.0,-261023264069.0,-5523841955.0
40,40,40,14. (Lỗ)/lợi nhuận khác,,(211.402.096.225),16.777.145.319,,,-211402096225.0,16777145319.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,722.526.717.522,2.891.159.811.471,,,722526717522.0,2891159811471.0
51,51,51,16. Chi phí thuế TNDN hiện hành,30.1,(295.380.490.601),(420.014.694.484),,301.0,-295380490601.0,-420014694484.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,30.3,(4.112.797.786),(226.141.704.657),,303.0,-4112797786.0,-226141704657.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,423.033.429.135,2.245.003.412.330,,,423033429135.0,2245003412330.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,381.924.116.264,2.030.699.360.319,,,381924116264.0,2030699360319.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,41.109.312.871,214.304.052.011,,,41109312871.0,214304052011.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,32,498,2.646,,32.0,498.0,2646.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,32,498,2.646,,32.0,498.0,2646.0
