row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,5.197.982.826,2.187.415.636,,271.0,5197982826.0,2187415636.0
02,02,02,2. Các khoản giám trừ doanh thu,27.1,(87.200.939),(89.997.270),,271.0,-87200939.0,-89997270.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,5.110.781.887,2.097.418.366,,271.0,5110781887.0,2097418366.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(3.937.380.869),(1.590.448.139),,28.0,-3937380869.0,-1590448139.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.173.401.018,506.970.227,,,1173401018.0,506970227.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,486.143.713,735.078.612,,272.0,486143713.0,735078612.0
22,22,22,7. Chi phí tài chính,29,(1.649.147.246),(1.090.293.038),,29.0,-1649147246.0,-1090293038.0
23,23,23,- Trong đó: Chi phí lãi vay,,(793.176.972),(971.878.185),,,-793176972.0,-971878185.0
24,24,24,8. Phần lỗ trong công ty liên kết,,-,(5.819.760),,,,-5819760.0
25,25,25,9. Chi phí bán hàng,30,(251.938.809),(129.287.166),,30.0,-251938809.0,-129287166.0
26,26,26,10. Chi phí quản lý doanh nghiệp,30,1.349.894.514,174.279.229,,30.0,1349894514.0,174279229.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.108.353.190,190.928.104,,,1108353190.0,190928104.0
31,31,31,12. Thu nhập khác,31,35.975.907,79.670.972,,31.0,35975907.0,79670972.0
32,32,32,13. Chi phí khác,31,(116.111.269),(401.205.709),,31.0,-116111269.0,-401205709.0
40,40,40,14. Lỗ khác,31,(80.135.362),(321.534.737),,31.0,-80135362.0,-321534737.0
50,50,50,15. Lợi nhuận/(lỗ) kế toán trước thuế,,1.028.217.828,(130.606.633),,,1028217828.0,-130606633.0
51,51,51,16. Chi phí thuế TNDN hiện hành,32.1,(3.649.540),(885.768),,321.0,-3649540.0,-885768.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,32.2,100.106.552,259.098.512,,322.0,100106552.0,259098512.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,1.124.674.840,127.606.111,,,1124674840.0,127606111.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,1.128.745.396,203.030.161,,,1128745396.0,203030161.0
62,62,62,20. Lỗ sau thuế của cổ đông không kiểm soát,,(4.070.556),(75.424.050),,,-4070556.0,-75424050.0
70,70,70,21. Lãi cơ bản trên cổ phiếu (VND),26,1.217,219,,26.0,1217.0,219.0
71,71,71,22. Lãi suy giảm trên cổ phiếu (VND),26,1.217,219,,26.0,1217.0,219.0
