row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả tiền mượn từ các công ty và cá nhân (i),Ngắn hạn > Phải trả tiền mượn từ các công ty và cá nhân (i),Phải trả tiền mượn từ các công ty và cá nhân (i),67.033.009,111.183.498,67033009.0,111183498.0
Phải trả các cá nhân khác,Ngắn hạn > Phải trả các cá nhân khác,Phải trả các cá nhân khác,1.365.203,1.276.235,1365203.0,1276235.0
Khác,Ngắn hạn > Khác,Khác,37.652.003,49.141.491,37652003.0,49141491.0
,,,106.050.215,161.601.224,106050215.0,161601224.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải trả tiền mượn từ các công ty và cá nhân (i),Dài hạn > Phải trả tiền mượn từ các công ty và cá nhân (i),Phải trả tiền mượn từ các công ty và cá nhân (i),308.838.184,65.398.026,308838184.0,65398026.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,414.888.399,226.999.250,414888399.0,226999250.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả dài hạn các bên liên quan (TM số 33),Trong đó: > Phải trả dài hạn các bên liên quan (TM số 33),Phải trả dài hạn các bên liên quan (TM số 33),207.699.762,-,207699762.0,
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,195.987.313,208.884.310,195987313.0,208884310.0
Phải trả ngắn hạn các bên liên quan (TM số 33),Trong đó: > Phải trả ngắn hạn các bên liên quan (TM số 33),Phải trả ngắn hạn các bên liên quan (TM số 33),11.201.324,18.114.940,11201324.0,18114940.0
