row_label_raw,row_label_full,col_0,Ngàn VND,Ngàn VND_1,numeric__Ngàn VND,numeric__Ngàn VND_1
,,,Năm nay,Năm trước,,
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,3.649.540,885.768,3649540.0,885768.0
Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,(100.106.552),(259.098.512),-100106552.0,-259098512.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,(96.457.012),(258.212.744),-96457012.0,-258212744.0
