row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,Phải thu về bán hàng và cung cấp dịch vụ,796.201.993,336.603.792,796201993.0,336603792.0
Phải thu về thanh lý khoản đầu tư,Phải thu về thanh lý khoản đầu tư,Phải thu về thanh lý khoản đầu tư,92.434.018,176.271.018,92434018.0,176271018.0
Trong đó:- Công ty TNHH Thủy điện Hoàng Anh Gia Lai,Trong đó:- Công ty TNHH Thủy điện Hoàng Anh Gia Lai,Trong đó:- Công ty TNHH Thủy điện Hoàng Anh Gia Lai,92.434.018,176.271.018,92434018.0,176271018.0
Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,Phải thu từ dịch vụ xây dựng,-,36.967.957,,36967957.0
Phải thu khác,Phải thu khác,Phải thu khác,17.768.126,3.947.408,17768126.0,3947408.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,906.404.137,553.790.175,906404137.0,553790175.0
Dự phòng phải thu ngắn hạn khách hàng khó đòi,Dự phòng phải thu ngắn hạn khách hàng khó đòi,Dự phòng phải thu ngắn hạn khách hàng khó đòi,(13.368.976),(66.752.042),-13368976.0,-66752042.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,893.035.161,487.038.133,893035161.0,487038133.0
Trong đó:Phải thu các bên liên quan (TM số 33),Trong đó:Phải thu các bên liên quan (TM số 33),Trong đó:Phải thu các bên liên quan (TM số 33),480.984.431,140.075.031,480984431.0,140075031.0
Phải thu các bên thứ ba,Phải thu các bên thứ ba,Phải thu các bên thứ ba,425.419.706,413.715.144,425419706.0,413715144.0
