row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,746.030.453,129.190.217,746030453.0,129190217.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty Cổ phần Chế biến Thức ăn Gia súc Đông Gia Lai,Trong đó: > - Công ty Cổ phần Chế biến Thức ăn Gia súc Đông Gia Lai,- Công ty Cổ phần Chế biến Thức ăn Gia súc Đông Gia Lai,482.478.677,-,482478677.0,
- Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Trong đó: > - Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,- Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,130.642.069,-,130642069.0,
- Công ty TNHH Sản xuất Bột Mì,Trong đó: > - Công ty TNHH Sản xuất Bột Mì,- Công ty TNHH Sản xuất Bột Mì,79.635.508,62.098.512,79635508.0,62098512.0
- Công ty TNHH T.B.Y.B Angkor Banana,Trong đó: > - Công ty TNHH T.B.Y.B Angkor Banana,- Công ty TNHH T.B.Y.B Angkor Banana,19.609.076,19.609.076,19609076.0,19609076.0
- Các nhà cung cấp khác,Trong đó: > - Các nhà cung cấp khác,- Các nhà cung cấp khác,33.665.123,47.482.629,33665123.0,47482629.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trong đó: > Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,20.120.906,17.900.256,20120906.0,17900256.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,766.151.359,147.090.473,766151359.0,147090473.0
Dự phòng trả trước cho người bán ngắn hạn khó đòi,Trong đó: > Dự phòng trả trước cho người bán ngắn hạn khó đòi,Dự phòng trả trước cho người bán ngắn hạn khó đòi,(9.923.885),(9.804.538),-9923885.0,-9804538.0
GIÁ TRỊ THUẦN,Trong đó: > GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,756.227.474,137.285.935,756227474.0,137285935.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước các bên liên quan (TM số 33),Trong đó: > Trả trước các bên liên quan (TM số 33),Trả trước các bên liên quan (TM số 33),620.489.246,12.573.227,620489246.0,12573227.0
Trả trước các bên thứ ba,Trong đó: > Trả trước các bên thứ ba,Trả trước các bên thứ ba,145.662.113,134.517.246,145662113.0,134517246.0
