row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm > Trừ: Hoàn nhập dự phòng trong năm,Năm nay > 66.752.042 > 1.898.642 > (55.281.708),Ngàn VNDNăm trước > 47.861.216 > 42.126.541 > (6.867.281),numeric__Năm nay > 66.752.042 > 1.898.642 > (55.281.708),numeric__Ngàn VNDNăm trước > 47.861.216 > 42.126.541 > (6.867.281)
Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,-,(16.368.434),,-16368434.0
Số cuối năm,Số cuối năm,Số cuối năm,13.368.976,66.752.042,13368976.0,66752042.0
