row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm,Năm nay > 3.703.405 > -,Ngàn VNDNăm trước > 75.146.986 > 3.703.405,numeric__Năm nay > 3.703.405 > -,numeric__Ngàn VNDNăm trước > 75.146.986 > 3.703.405
Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,-,(75.146.986),,-75146986.0
Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,Trừ: Hoàn nhập dự phòng trong năm,(1.021.896),-,-1021896.0,
Trừ: Xóa số dự phòng trong năm,Trừ: Xóa số dự phòng trong năm,Trừ: Xóa số dự phòng trong năm,(339.934),-,-339934.0,
Số cuối năm,Số cuối năm,Số cuối năm,2.341.575,3.703.405,2341575.0,3703405.0
