row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập (*),Thu nhập (*)_1,numeric__Chức vụ,numeric__Thu nhập (*),numeric__Thu nhập (*)_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Bà Hồ Thị Kim Chi,Tên > Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng Giám đốc,175.500,162.000,,175500.0,162000.0
Ông Võ Trường Sơn,Tên > Ông Võ Trường Sơn,Ông Võ Trường Sơn,Tổng Giám đốc,93.600,83.700,,93600.0,83700.0
Ông Đoàn Nguyên Đức,Tên > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,58.500,54.000,,58500.0,54000.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,327.600,299.700,,327600.0,299700.0
