row_label_raw,row_label_full,"Tổ chức thu xếp phát hành > Công ty TNHHChứng khoán ACB (""ACBS"") > TPBank",Trái chủ > Công ty cổ phần Dịch vụ Nông nghiệp Tây Nguyên > TP Bank,Số tiền (Ngàn VND) > 300.000.000 > 200.000.000,"Lãi suất (%/năm) > Lãi suất tiền gửi kỳ hạn mươi ba (13) tháng của Ngân hàng Thương mại Cổ phần Tiên Phong cộng với biên độ 4,50 (2022: 10,00) > Lãi suất áp dụng cho 6 tháng đầu tiên kể từ Ngày phát hành là 10%/năm. Lãi suất điều chỉnh bằng tổng lãi suất tiền gửi tiết kiệm cá nhân cao nhất kỳ hạn 12 tháng của Ngân hàng TMCP Tiên Phong cộng với biên độ 3,5%/năm (2022: 10,40)",Ngày đáo hạn cuối cùng > Ngày 30 tháng 9 năm 2023 > Ngày 28 tháng 10 năm 2024,"Mục đích > Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn > Thực hiện các chương trình, dự án, đầu tư của tập đoàn","Tài sản thế chấp (TM số 9, 11, 12 và 14) > 47.000.000 cổ phiếu HAG thuộc sở hữu của Ông Đoàn Nguyên Đức. > 55.500.000 cổ phiếu HAG thuộc sở hữu của Ông Đoàn Nguyên Đức; Tài sản gắn liền với đất nằm trên thừa đất Số BY 440741 thuộc sở hữu của Công ty Cổ phần Chăn nuôi Gia Lai; 9.000.000 cổ phiếu HAG thuộc sở hữu của Bà Đoàn Hoàng Anh.",numeric__Trái chủ > Công ty cổ phần Dịch vụ Nông nghiệp Tây Nguyên > TP Bank,numeric__Số tiền (Ngàn VND) > 300.000.000 > 200.000.000,"numeric__Lãi suất (%/năm) > Lãi suất tiền gửi kỳ hạn mươi ba (13) tháng của Ngân hàng Thương mại Cổ phần Tiên Phong cộng với biên độ 4,50 (2022: 10,00) > Lãi suất áp dụng cho 6 tháng đầu tiên kể từ Ngày phát hành là 10%/năm. Lãi suất điều chỉnh bằng tổng lãi suất tiền gửi tiết kiệm cá nhân cao nhất kỳ hạn 12 tháng của Ngân hàng TMCP Tiên Phong cộng với biên độ 3,5%/năm (2022: 10,40)",numeric__Ngày đáo hạn cuối cùng > Ngày 30 tháng 9 năm 2023 > Ngày 28 tháng 10 năm 2024,"numeric__Mục đích > Bổ sung vốn cho các dự án đầu tư và tái cấu trúc nợ vay của Tập đoàn > Thực hiện các chương trình, dự án, đầu tư của tập đoàn","numeric__Tài sản thế chấp (TM số 9, 11, 12 và 14) > 47.000.000 cổ phiếu HAG thuộc sở hữu của Ông Đoàn Nguyên Đức. > 55.500.000 cổ phiếu HAG thuộc sở hữu của Ông Đoàn Nguyên Đức; Tài sản gắn liền với đất nằm trên thừa đất Số BY 440741 thuộc sở hữu của Công ty Cổ phần Chăn nuôi Gia Lai; 9.000.000 cổ phiếu HAG thuộc sở hữu của Bà Đoàn Hoàng Anh."
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,,(31.756.458),,,,,,-31756458.0,,,,
TỔNG CỘNGTrong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,TỔNG CỘNGTrong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,TỔNG CỘNGTrong đó:Trái phiếu dài hạn Trái phiếu dài hạn đến hạn trả trong vòng 1 năm,,5.739.243.5423.681.058.9982.058.184.544,,,,,,5.739243542368106e+29,,,,
