row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi thanh lý tài sản,Thu nhập khác > Lãi thanh lý tài sản,Lãi thanh lý tài sản,-,35.896.990,,35896990.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,35.975.907,43.773.982,35975907.0,43773982.0
,,,35.975.907,79.670.972,35975907.0,79670972.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Khấu hao tài sản ngưng sử dụng,Chi phí khác > Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,20.706.325,25.274.918,20706325.0,25274918.0
Chi phí chuyển đổi vườn cây,Chi phí khác > Chi phí chuyển đổi vườn cây,Chi phí chuyển đổi vườn cây,16.604.992,293.716.472,16604992.0,293716472.0
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,13.057.786,9.655.180,13057786.0,9655180.0
Lỗ thanh lý tài sản,Chi phí khác > Lỗ thanh lý tài sản,Lỗ thanh lý tài sản,8.607.960,-,8607960.0,
Chi phí xóa sổ TSCĐ,Chi phí khác > Chi phí xóa sổ TSCĐ,Chi phí xóa sổ TSCĐ,-,14.456.054,,14456054.0
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,57.134.206,58.103.085,57134206.0,58103085.0
,,,116.111.269,401.205.709,116111269.0,401205709.0
Lỗ KHÁC,Chi phí khác > Lỗ KHÁC,Lỗ KHÁC,(80.135.362),(321.534.737),-80135362.0,-321534737.0
