row_label_raw,row_label_full,"Tên ngân hàng > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""Eximbank"")",Số cuối năm > 587.790.248,Ngàn VND Số đầu năm > 637.790.252,numeric__Số cuối năm > 587.790.248,numeric__Ngàn VND Số đầu năm > 637.790.252
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu",297.362.966,268.686.489,297362966.0,268686489.0
"Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")",198.000.000,192.000.000,198000000.0,192000000.0
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")",111.346.340,103.380.716,111346340.0,103380716.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.194.499.554,1.201.857.457,1194499554.0,1201857457.0
Trong đó:Vay dài hạn ngân hàng đến hạn trả trong vòng 1 năm,Trong đó:Vay dài hạn ngân hàng đến hạn trả trong vòng 1 năm,Trong đó:Vay dài hạn ngân hàng đến hạn trả trong vòng 1 năm,901.090.257,704.681.572,901090257.0,704681572.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,293.409.297,497.175.885,293409297.0,497175885.0
