row_label_raw,row_label_full,Tên ngân hàng,Số tiền(Ngàn VND),Thời hạn thanh toánvà ngày đáo hạn,Lãi suất(%/năm),"Tài sản thế chấp(TM số 10, 11, 12 và 14)",numeric__Số tiền(Ngàn VND),numeric__Thời hạn thanh toánvà ngày đáo hạn,numeric__Lãi suất(%/năm),"numeric__Tài sản thế chấp(TM số 10, 11, 12 và 14)"
TPBank - Chi nhánh Hà Nội,TPBank - Chi nhánh Hà Nội,TPBank - Chi nhánh Hà Nội,,,,,,,,
Khoản vay,TPBank - Chi nhánh Hà Nội > Khoản vay,Khoản vay,102.000.000,Từ ngày 14 tháng 6 năm2023 đến ngày 14 tháng12 năm 2023,"11,70","Quyền khai thác đất và tài sản gắn liền trên đất tại BảnHatsan, Huyện Saysettha, Tĩnh Attapeu, Lào trong tổngdiện tích 128 ha của Khăn Xay;Quyền khai thác đất và tài sản gắn liền trên đất tại TĩnhAttapeu, Lào trong tổng diện tích 146,35 ha của KhănXay;Bảo lãnh vô điều kiện không hủy ngang đảm bảo cho cácnghĩa vụ nợ của Công ty tại TPBank của Chủ tịch.",102000000.0,,11.7,
Khoản vay,TPBank - Chi nhánh Hà Nội > Khoản vay,Khoản vay,96.000.000,Từ ngày 21 tháng 10 năm2023 đến ngày 21 tháng10 năm 2024,"Lãi suất điều chỉnh ba(3) tháng một lần vàbằng lãi suất tiền tiềngửi tiết kiệm mười hai(12) tháng của TPBankcộng với biên độ 4,50(2022: 9,65 - 10,00)","Tài sản gắn liền với đất nằm trên thừa đất có các GiấyChứng nhận số BY 440736, BY 440744, BY 440735thuộc sở hữu của Công ty Cổ phần Chăn nuôi Gia Lai.",96000000.0,,,
TỔNG CỘNG,TPBank - Chi nhánh Hà Nội > TỔNG CỘNG,TỔNG CỘNG,198.000.000,,,,198000000.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn tràtrong vòng 1 năm,TPBank - Chi nhánh Hà Nội > Trong đó:Vay dài hạnVay dài hạn đến hạn tràtrong vòng 1 năm,Trong đó:Vay dài hạnVay dài hạn đến hạn tràtrong vòng 1 năm,48.000.000150.000.000,,,,4.800000015e+16,,,
