row_label_raw,row_label_full,Số đầu năm > Cộng: Dự phòng trích lập trong năm > Trừ: Hoàn nhập dự phòng trong năm,Năm nay > 9.804.538 > 284.297 > (164.950),Ngàn VNDNăm trước > 24.753.411 > 9.804.538 > (23.253.451),numeric__Năm nay > 9.804.538 > 284.297 > (164.950),numeric__Ngàn VNDNăm trước > 24.753.411 > 9.804.538 > (23.253.451)
Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,Trừ: Giảm do thanh lý công ty con,-,(1.499.960),,-1499960.0
Số cuối năm,Số cuối năm,Số cuối năm,9.923.885,9.804.538,9923885.0,9804538.0
