row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022_1,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2021_1,numeric__Lĩnh vực kinh doanh,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2022_1,numeric__Ngày 31 tháng 12 năm 2021,numeric__Ngày 31 tháng 12 năm 2021_1
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Tỷ lệ sở hữu và biểu quyết %,Giá gốc đầu tư Ngân VND,Tỷ lệ sở hữu và biểu quyết %,Giá gốc đầu tư Ngân VND,,,,,
Công ty cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai (HNG) (*) (i),Tên công ty > Công ty cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai (HNG) (*) (i),Công ty cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai (HNG) (*) (i),Trồng cây công nghiệp và nông nghiệp,"9,44",1.041.431.040,16.07,1.772.626.680,,9.44,1041431040.0,1607.0,1772626680.0
Công ty Cổ phần Truyền thông Thanh Niên,Tên công ty > Công ty Cổ phần Truyền thông Thanh Niên,Công ty Cổ phần Truyền thông Thanh Niên,Truyền thông,"2,00",6.200.000,2.00,6.200.000,,2.0,6200000.0,200.0,6200000.0
Công ty Cổ phần Bóng đá chuyên nghiệp Việt nam,Tên công ty > Công ty Cổ phần Bóng đá chuyên nghiệp Việt nam,Công ty Cổ phần Bóng đá chuyên nghiệp Việt nam,Bóng đá,-,1.170.000,-,1.170.000,,,1170000.0,,1170000.0
Công ty Cổ phần Dịch vụ Thương mại Hàng không Viễn Đông,Tên công ty > Công ty Cổ phần Dịch vụ Thương mại Hàng không Viễn Đông,Công ty Cổ phần Dịch vụ Thương mại Hàng không Viễn Đông,Thương mại và vận tải,-,1.160.041,-,1.160.041,,,1160041.0,,1160041.0
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,1.049.961.081,,1.781.156.721,,,1049961081.0,,1781156721.0
Dự phòng đầu tư tài chính dài hạn,Tên công ty > Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,,,(608.271.485),,(2.330.041),,,-608271485.0,,-2330041.0
GIÁ TRỊ THUÀN,Tên công ty > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,,441.689.596,,1.778.826.680,,,441689596.0,,1778826680.0
