row_label_raw,row_label_full,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (a),Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
- Bằng VND,- Bằng VND,- Bằng VND,9.352.217,7.870.489,9352217.0,7870489.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,762.021,690.452,762021.0,690452.0
Tiền gửi tại Ngân hàng Trung ương Lào (b),Tiền gửi tại Ngân hàng Trung ương Lào (b),Tiền gửi tại Ngân hàng Trung ương Lào (b),871.353,339.928,871353.0,339928.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),1.184.276,1.151.721,1184276.0,1151721.0
,,,12.169.867,10.052.590,12169867.0,10052590.0
