row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động kinh doanh ngoại hối,1.109.261,985.806,1109261.0,985806.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,877.942,565.855,877942.0,565855.0
Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,166.614,188.670,166614.0,188670.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,64.705,184.458,64705.0,184458.0
"Lãi đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lãi đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lãi đánh giá lại ngoại tệ, vàng và các công cụ tài chính",-,46.823,,46823.0
Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối,(372.168),(176.067),-372168.0,-176067.0
Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,(293.817),(51.190),-293817.0,-51190.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,(37.873),(13.066),-37873.0,-13066.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,(5.702),(111.811),-5702.0,-111811.0
"Lỗ đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lỗ đánh giá lại ngoại tệ, vàng và các công cụ tài chính","Lỗ đánh giá lại ngoại tệ, vàng và các công cụ tài chính",(34.776),-,-34776.0,
,,,737.093,809.739,737093.0,809739.0
